datalake,engine,query name,conf,latency,benchmark,sf
delta,trino,db1,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=150; query.max-memory=20; query.max-memory-per-node=16; query.max-total-memory-per-node=18; task.concurrency=48; task.max-worker-threads=32,4973.49,ssb,1
delta,trino,q4_1,18;256;20;18;16;16,603.0,ssb,1
delta,trino,q4_2,18;256;20;18;16;16,211.0,ssb,1
delta,trino,q4_2,18;256;20;18;16;16,517.0,ssb,1
delta,trino,q4_3,18;256;20;18;16;16,159.0,ssb,1
delta,trino,q4_3,18;256;20;18;16;16,523.0,ssb,1
delta,trino,q1_1,18;256;20;18;16;16,2169.0,ssb,1
delta,trino,q1_1,18;256;20;18;16;16,1018.0,ssb,1
delta,trino,q1_2,18;256;20;18;16;16,282.0,ssb,1
delta,trino,q1_2,18;256;20;18;16;16,442.0,ssb,1
delta,trino,q1_3,18;256;20;18;16;16,228.0,ssb,1
delta,trino,q1_3,18;256;20;18;16;16,1201.0,ssb,1
delta,trino,q2_1,18;256;20;18;16;16,290.0,ssb,1
delta,trino,q2_1,18;256;20;18;16;16,1591.0,ssb,1
delta,trino,q2_2,18;256;20;18;16;16,212.0,ssb,1
delta,trino,q2_2,18;256;20;18;16;16,1209.0,ssb,1
delta,trino,q2_3,18;256;20;18;16;16,224.0,ssb,1
delta,trino,q2_3,18;256;20;18;16;16,415.0,ssb,1
delta,trino,q3_1,18;256;20;18;16;16,240.0,ssb,1
delta,trino,q3_1,18;256;20;18;16;16,662.0,ssb,1
delta,trino,q3_2,18;256;20;18;16;16,176.0,ssb,1
delta,trino,q3_2,18;256;20;18;16;16,682.0,ssb,1
delta,trino,q3_3,18;256;20;18;16;16,170.0,ssb,1
delta,trino,q3_3,18;256;20;18;16;16,454.0,ssb,1
delta,trino,q3_4,18;256;20;18;16;16,147.0,ssb,1
delta,trino,q3_4,18;256;20;18;16;16,454.0,ssb,1
delta,trino,q4_1,18;256;20;18;16;16,185.0,ssb,1
delta,trino,q4_1,18;256;20;18;16;16,603.0,ssb,1
delta,trino,q4_2,18;256;20;18;16;16,211.0,ssb,1
delta,trino,q4_2,18;256;20;18;16;16,517.0,ssb,1
delta,trino,q4_3,18;256;20;18;16;16,159.0,ssb,1
delta,trino,q4_3,18;256;20;18;16;16,523.0,ssb,1
delta,trino,q1_1,18;256;20;18;16;16,1907.0,ssb,1
delta,trino,q1_1,18;256;20;18;16;16,1448.0,ssb,1
delta,trino,q1_2,18;256;20;18;16;16,276.0,ssb,1
delta,trino,q1_2,18;256;20;18;16;16,1239.0,ssb,1
delta,trino,q1_3,18;256;20;18;16;16,195.0,ssb,1
delta,trino,q1_3,18;256;20;18;16;16,1081.0,ssb,1
delta,trino,q2_1,18;256;20;18;16;16,295.0,ssb,1
delta,trino,q2_1,18;256;20;18;16;16,848.0,ssb,1
delta,trino,q2_2,18;256;20;18;16;16,182.0,ssb,1
delta,trino,q2_2,18;256;20;18;16;16,573.0,ssb,1
delta,trino,q2_3,18;256;20;18;16;16,178.0,ssb,1
delta,trino,q2_3,18;256;20;18;16;16,490.0,ssb,1
delta,trino,q3_1,18;256;20;18;16;16,169.0,ssb,1
delta,trino,q3_1,18;256;20;18;16;16,838.0,ssb,1
delta,trino,q3_2,18;256;20;18;16;16,160.0,ssb,1
delta,trino,q3_2,18;256;20;18;16;16,671.0,ssb,1
delta,trino,q3_3,18;256;20;18;16;16,192.0,ssb,1
delta,trino,q3_3,18;256;20;18;16;16,697.0,ssb,1
delta,trino,q3_4,18;256;20;18;16;16,156.0,ssb,1
delta,trino,q3_4,18;256;20;18;16;16,676.0,ssb,1
delta,trino,q4_1,18;256;20;18;16;16,211.0,ssb,1
delta,trino,q4_1,18;256;20;18;16;16,1098.0,ssb,1
delta,trino,q4_2,18;256;20;18;16;16,205.0,ssb,1
delta,trino,q4_2,18;256;20;18;16;16,1216.0,ssb,1
delta,trino,q4_3,18;256;20;18;16;16,267.0,ssb,1
delta,trino,q4_3,18;256;20;18;16;16,489.0,ssb,1
delta,trino,q1_1,18;256;20;18;16;16,1907.0,ssb,1
delta,trino,q1_1,18;256;20;18;16;16,1448.0,ssb,1
delta,trino,q1_2,18;256;20;18;16;16,276.0,ssb,1
delta,trino,q1_2,18;256;20;18;16;16,1239.0,ssb,1
delta,trino,q1_3,18;256;20;18;16;16,195.0,ssb,1
delta,trino,q1_3,18;256;20;18;16;16,1081.0,ssb,1
delta,trino,q2_1,18;256;20;18;16;16,295.0,ssb,1
delta,trino,q2_1,18;256;20;18;16;16,848.0,ssb,1
delta,trino,q2_2,18;256;20;18;16;16,182.0,ssb,1
delta,trino,q2_2,18;256;20;18;16;16,573.0,ssb,1
delta,trino,q2_3,18;256;20;18;16;16,178.0,ssb,1
delta,trino,q2_3,18;256;20;18;16;16,490.0,ssb,1
delta,trino,q3_1,18;256;20;18;16;16,169.0,ssb,1
delta,trino,q3_1,18;256;20;18;16;16,838.0,ssb,1
delta,trino,q3_2,18;256;20;18;16;16,160.0,ssb,1
delta,trino,q3_2,18;256;20;18;16;16,671.0,ssb,1
delta,trino,q3_3,18;256;20;18;16;16,192.0,ssb,1
delta,trino,q3_3,18;256;20;18;16;16,697.0,ssb,1
delta,trino,q3_4,18;256;20;18;16;16,156.0,ssb,1
delta,trino,q3_4,18;256;20;18;16;16,676.0,ssb,1
delta,trino,q4_1,18;256;20;18;16;16,211.0,ssb,1
delta,trino,q4_1,18;256;20;18;16;16,1098.0,ssb,1
delta,trino,q4_2,18;256;20;18;16;16,205.0,ssb,1
delta,trino,q4_2,18;256;20;18;16;16,1216.0,ssb,1
delta,trino,q4_3,18;256;20;18;16;16,267.0,ssb,1
delta,trino,q4_3,18;256;20;18;16;16,489.0,ssb,1
delta,trino,q1_1,18;256;20;18;16;16,1907.0,ssb,1
delta,trino,q1_1,18;256;20;18;16;16,1448.0,ssb,1
delta,trino,q1_2,18;256;20;18;16;16,276.0,ssb,1
delta,trino,q1_2,18;256;20;18;16;16,1239.0,ssb,1
delta,trino,q1_3,18;256;20;18;16;16,195.0,ssb,1
delta,trino,q1_3,18;256;20;18;16;16,1081.0,ssb,1
delta,trino,q2_1,18;256;20;18;16;16,295.0,ssb,1
delta,trino,q2_1,18;256;20;18;16;16,848.0,ssb,1
delta,trino,q2_2,18;256;20;18;16;16,182.0,ssb,1
delta,trino,q2_2,18;256;20;18;16;16,573.0,ssb,1
delta,trino,q2_3,18;256;20;18;16;16,178.0,ssb,1
delta,trino,q2_3,18;256;20;18;16;16,490.0,ssb,1
delta,trino,q3_1,18;256;20;18;16;16,169.0,ssb,1
delta,trino,q3_1,18;256;20;18;16;16,838.0,ssb,1
delta,trino,q3_2,18;256;20;18;16;16,160.0,ssb,1
delta,trino,q3_2,18;256;20;18;16;16,671.0,ssb,1
delta,trino,q3_3,18;256;20;18;16;16,192.0,ssb,1
delta,trino,q3_3,18;256;20;18;16;16,697.0,ssb,1
delta,trino,q3_4,18;256;20;18;16;16,156.0,ssb,1
delta,trino,q3_4,18;256;20;18;16;16,676.0,ssb,1
delta,trino,q4_1,18;256;20;18;16;16,211.0,ssb,1
delta,trino,q4_1,18;256;20;18;16;16,1098.0,ssb,1
delta,trino,q4_2,18;256;20;18;16;16,205.0,ssb,1
delta,trino,q4_2,18;256;20;18;16;16,1216.0,ssb,1
delta,trino,q4_3,18;256;20;18;16;16,267.0,ssb,1
delta,trino,q4_3,18;256;20;18;16;16,489.0,ssb,1
delta,trino,q1_1,18;256;20;18;16;16,2605.0,ssb,1
delta,trino,q1_1,18;256;20;18;16;16,1639.0,ssb,1
delta,trino,q1_2,18;256;20;18;16;16,278.0,ssb,1
delta,trino,q1_2,18;256;20;18;16;16,1123.0,ssb,1
delta,trino,q1_3,18;256;20;18;16;16,226.0,ssb,1
delta,trino,q1_3,18;256;20;18;16;16,1132.0,ssb,1
delta,trino,q2_1,18;256;20;18;16;16,261.0,ssb,1
delta,trino,q2_1,18;256;20;18;16;16,695.0,ssb,1
delta,trino,q2_2,18;256;20;18;16;16,193.0,ssb,1
delta,trino,q2_2,18;256;20;18;16;16,580.0,ssb,1
delta,trino,q2_3,18;256;20;18;16;16,176.0,ssb,1
delta,trino,q2_3,18;256;20;18;16;16,569.0,ssb,1
delta,trino,q3_1,18;256;20;18;16;16,187.0,ssb,1
delta,trino,q3_1,18;256;20;18;16;16,625.0,ssb,1
delta,trino,q3_2,18;256;20;18;16;16,158.0,ssb,1
delta,trino,q3_2,18;256;20;18;16;16,578.0,ssb,1
delta,trino,q3_3,18;256;20;18;16;16,138.0,ssb,1
delta,trino,q3_3,18;256;20;18;16;16,448.0,ssb,1
delta,trino,q3_4,18;256;20;18;16;16,161.0,ssb,1
delta,trino,q3_4,18;256;20;18;16;16,389.0,ssb,1
delta,trino,q4_1,18;256;20;18;16;16,209.0,ssb,1
delta,trino,q4_1,18;256;20;18;16;16,639.0,ssb,1
delta,trino,q4_2,18;256;20;18;16;16,198.0,ssb,1
delta,trino,q4_2,18;256;20;18;16;16,526.0,ssb,1
delta,trino,q4_3,18;256;20;18;16;16,202.0,ssb,1
delta,trino,q4_3,18;256;20;18;16;16,591.0,ssb,1
delta,trino,q1_1,18;256;20;18;16;16,2605.0,ssb,1
delta,trino,q1_1,18;256;20;18;16;16,1639.0,ssb,1
delta,trino,q1_2,18;256;20;18;16;16,278.0,ssb,1
delta,trino,q1_2,18;256;20;18;16;16,1123.0,ssb,1
delta,trino,q1_3,18;256;20;18;16;16,226.0,ssb,1
delta,trino,q1_3,18;256;20;18;16;16,1132.0,ssb,1
delta,trino,q2_1,18;256;20;18;16;16,261.0,ssb,1
delta,trino,q2_1,18;256;20;18;16;16,695.0,ssb,1
delta,trino,q2_2,18;256;20;18;16;16,193.0,ssb,1
delta,trino,q2_2,18;256;20;18;16;16,580.0,ssb,1
delta,trino,q2_3,18;256;20;18;16;16,176.0,ssb,1
delta,trino,q2_3,18;256;20;18;16;16,569.0,ssb,1
delta,trino,q3_1,18;256;20;18;16;16,187.0,ssb,1
delta,trino,q3_1,18;256;20;18;16;16,625.0,ssb,1
delta,trino,q3_2,18;256;20;18;16;16,158.0,ssb,1
delta,trino,q3_2,18;256;20;18;16;16,578.0,ssb,1
delta,trino,q3_3,18;256;20;18;16;16,138.0,ssb,1
delta,trino,q3_3,18;256;20;18;16;16,448.0,ssb,1
delta,trino,q3_4,18;256;20;18;16;16,161.0,ssb,1
delta,trino,q3_4,18;256;20;18;16;16,389.0,ssb,1
delta,trino,q4_1,18;256;20;18;16;16,209.0,ssb,1
delta,trino,q4_1,18;256;20;18;16;16,639.0,ssb,1
delta,trino,q4_2,18;256;20;18;16;16,198.0,ssb,1
delta,trino,q4_2,18;256;20;18;16;16,526.0,ssb,1
delta,trino,q4_3,18;256;20;18;16;16,202.0,ssb,1
delta,trino,q4_3,18;256;20;18;16;16,591.0,ssb,1
delta,trino,q1_1,18;256;20;18;16;16,2605.0,ssb,1
delta,trino,q1_1,18;256;20;18;16;16,1639.0,ssb,1
delta,trino,q1_2,18;256;20;18;16;16,278.0,ssb,1
delta,trino,q1_2,18;256;20;18;16;16,1123.0,ssb,1
delta,trino,q1_3,18;256;20;18;16;16,226.0,ssb,1
delta,trino,q1_3,18;256;20;18;16;16,1132.0,ssb,1
delta,trino,q2_1,18;256;20;18;16;16,261.0,ssb,1
delta,trino,q2_1,18;256;20;18;16;16,695.0,ssb,1
delta,trino,q2_2,18;256;20;18;16;16,193.0,ssb,1
delta,trino,q2_2,18;256;20;18;16;16,580.0,ssb,1
delta,trino,q2_3,18;256;20;18;16;16,176.0,ssb,1
delta,trino,q2_3,18;256;20;18;16;16,569.0,ssb,1
delta,trino,q3_1,18;256;20;18;16;16,187.0,ssb,1
delta,trino,q3_1,18;256;20;18;16;16,625.0,ssb,1
delta,trino,q3_2,18;256;20;18;16;16,158.0,ssb,1
delta,trino,q3_2,18;256;20;18;16;16,578.0,ssb,1
delta,trino,q3_3,18;256;20;18;16;16,138.0,ssb,1
delta,trino,q3_3,18;256;20;18;16;16,448.0,ssb,1
delta,trino,q3_4,18;256;20;18;16;16,161.0,ssb,1
delta,trino,q3_4,18;256;20;18;16;16,389.0,ssb,1
delta,trino,q4_1,18;256;20;18;16;16,209.0,ssb,1
delta,trino,q4_1,18;256;20;18;16;16,639.0,ssb,1
delta,trino,q4_2,18;256;20;18;16;16,198.0,ssb,1
delta,trino,q4_2,18;256;20;18;16;16,526.0,ssb,1
delta,trino,q4_3,18;256;20;18;16;16,202.0,ssb,1
delta,trino,q4_3,18;256;20;18;16;16,591.0,ssb,1
delta,trino,q1_1,18;256;20;18;16;16,1844.0,ssb,1
delta,trino,q1_1,18;256;20;18;16;16,856.0,ssb,1
delta,trino,q1_2,18;256;20;18;16;16,272.0,ssb,1
delta,trino,q1_2,18;256;20;18;16;16,394.0,ssb,1
delta,trino,q1_3,18;256;20;18;16;16,208.0,ssb,1
delta,trino,q1_3,18;256;20;18;16;16,1148.0,ssb,1
delta,trino,q2_1,18;256;20;18;16;16,209.0,ssb,1
delta,trino,q2_1,18;256;20;18;16;16,1341.0,ssb,1
delta,trino,q2_2,18;256;20;18;16;16,209.0,ssb,1
delta,trino,q2_2,18;256;20;18;16;16,582.0,ssb,1
delta,trino,q2_3,18;256;20;18;16;16,181.0,ssb,1
delta,trino,q2_3,18;256;20;18;16;16,1196.0,ssb,1
delta,trino,q3_1,18;256;20;18;16;16,261.0,ssb,1
delta,trino,q3_1,18;256;20;18;16;16,792.0,ssb,1
delta,trino,q3_2,18;256;20;18;16;16,168.0,ssb,1
delta,trino,q3_2,18;256;20;18;16;16,627.0,ssb,1
delta,trino,q3_3,18;256;20;18;16;16,212.0,ssb,1
delta,trino,q3_3,18;256;20;18;16;16,580.0,ssb,1
delta,trino,q3_4,18;256;20;18;16;16,201.0,ssb,1
delta,trino,q3_4,18;256;20;18;16;16,412.0,ssb,1
delta,trino,q4_1,18;256;20;18;16;16,173.0,ssb,1
delta,trino,q4_1,18;256;20;18;16;16,902.0,ssb,1
delta,trino,q4_2,18;256;20;18;16;16,180.0,ssb,1
delta,trino,q4_2,18;256;20;18;16;16,643.0,ssb,1
delta,trino,q4_3,18;256;20;18;16;16,201.0,ssb,1
delta,trino,q4_3,18;256;20;18;16;16,598.0,ssb,1
delta,trino,q1_1,18;256;20;18;16;16,1844.0,ssb,1
delta,trino,q1_1,18;256;20;18;16;16,856.0,ssb,1
delta,trino,q1_2,18;256;20;18;16;16,272.0,ssb,1
delta,trino,q1_2,18;256;20;18;16;16,394.0,ssb,1
delta,trino,q1_3,18;256;20;18;16;16,208.0,ssb,1
delta,trino,q1_3,18;256;20;18;16;16,1148.0,ssb,1
delta,trino,q2_1,18;256;20;18;16;16,209.0,ssb,1
delta,trino,q2_1,18;256;20;18;16;16,1341.0,ssb,1
delta,trino,q2_2,18;256;20;18;16;16,209.0,ssb,1
delta,trino,q2_2,18;256;20;18;16;16,582.0,ssb,1
delta,trino,q2_3,18;256;20;18;16;16,181.0,ssb,1
delta,trino,q2_3,18;256;20;18;16;16,1196.0,ssb,1
delta,trino,q3_1,18;256;20;18;16;16,261.0,ssb,1
delta,trino,q3_1,18;256;20;18;16;16,792.0,ssb,1
delta,trino,q3_2,18;256;20;18;16;16,168.0,ssb,1
delta,trino,q3_2,18;256;20;18;16;16,627.0,ssb,1
delta,trino,q3_3,18;256;20;18;16;16,212.0,ssb,1
delta,trino,q3_3,18;256;20;18;16;16,580.0,ssb,1
delta,trino,q3_4,18;256;20;18;16;16,201.0,ssb,1
delta,trino,q3_4,18;256;20;18;16;16,412.0,ssb,1
delta,trino,q4_1,18;256;20;18;16;16,173.0,ssb,1
delta,trino,q4_1,18;256;20;18;16;16,902.0,ssb,1
delta,trino,q4_2,18;256;20;18;16;16,180.0,ssb,1
delta,trino,q4_2,18;256;20;18;16;16,643.0,ssb,1
delta,trino,q4_3,18;256;20;18;16;16,201.0,ssb,1
delta,trino,q4_3,18;256;20;18;16;16,598.0,ssb,1
delta,trino,q1_1,18;256;20;18;16;16,1844.0,ssb,1
delta,trino,q1_1,18;256;20;18;16;16,856.0,ssb,1
delta,trino,q1_2,18;256;20;18;16;16,272.0,ssb,1
delta,trino,q1_2,18;256;20;18;16;16,394.0,ssb,1
delta,trino,q1_3,18;256;20;18;16;16,208.0,ssb,1
delta,trino,q1_3,18;256;20;18;16;16,1148.0,ssb,1
delta,trino,q2_1,18;256;20;18;16;16,209.0,ssb,1
delta,trino,q2_1,18;256;20;18;16;16,1341.0,ssb,1
delta,trino,q2_2,18;256;20;18;16;16,209.0,ssb,1
delta,trino,q2_2,18;256;20;18;16;16,582.0,ssb,1
delta,trino,q2_3,18;256;20;18;16;16,181.0,ssb,1
delta,trino,q2_3,18;256;20;18;16;16,1196.0,ssb,1
delta,trino,q3_1,18;256;20;18;16;16,261.0,ssb,1
delta,trino,q3_1,18;256;20;18;16;16,792.0,ssb,1
delta,trino,q3_2,18;256;20;18;16;16,168.0,ssb,1
delta,trino,q3_2,18;256;20;18;16;16,627.0,ssb,1
delta,trino,q3_3,18;256;20;18;16;16,212.0,ssb,1
delta,trino,q3_3,18;256;20;18;16;16,580.0,ssb,1
delta,trino,q3_4,18;256;20;18;16;16,201.0,ssb,1
delta,trino,q3_4,18;256;20;18;16;16,412.0,ssb,1
delta,trino,q4_1,18;256;20;18;16;16,173.0,ssb,1
delta,trino,q4_1,18;256;20;18;16;16,902.0,ssb,1
delta,trino,q4_2,18;256;20;18;16;16,180.0,ssb,1
delta,trino,q4_2,18;256;20;18;16;16,643.0,ssb,1
delta,trino,q4_3,18;256;20;18;16;16,201.0,ssb,1
delta,trino,q4_3,18;256;20;18;16;16,598.0,ssb,1
delta,trino,q1_1,18;256;20;18;16;16,1856.0,ssb,1
delta,trino,q1_1,18;256;20;18;16;16,1669.0,ssb,1
delta,trino,q1_2,18;256;20;18;16;16,331.0,ssb,1
delta,trino,q1_2,18;256;20;18;16;16,326.0,ssb,1
delta,trino,q1_3,18;256;20;18;16;16,152.0,ssb,1
delta,trino,q1_3,18;256;20;18;16;16,640.0,ssb,1
delta,trino,q2_1,18;256;20;18;16;16,273.0,ssb,1
delta,trino,q2_1,18;256;20;18;16;16,643.0,ssb,1
delta,trino,q2_2,18;256;20;18;16;16,226.0,ssb,1
delta,trino,q2_2,18;256;20;18;16;16,530.0,ssb,1
delta,trino,q2_3,18;256;20;18;16;16,178.0,ssb,1
delta,trino,q2_3,18;256;20;18;16;16,1383.0,ssb,1
delta,trino,q3_1,18;256;20;18;16;16,206.0,ssb,1
delta,trino,q3_1,18;256;20;18;16;16,768.0,ssb,1
delta,trino,q3_2,18;256;20;18;16;16,154.0,ssb,1
delta,trino,q3_2,18;256;20;18;16;16,574.0,ssb,1
delta,trino,q3_3,18;256;20;18;16;16,163.0,ssb,1
delta,trino,q3_3,18;256;20;18;16;16,688.0,ssb,1
delta,trino,q3_4,18;256;20;18;16;16,154.0,ssb,1
delta,trino,q3_4,18;256;20;18;16;16,809.0,ssb,1
delta,trino,q4_1,18;256;20;18;16;16,277.0,ssb,1
delta,trino,q4_1,18;256;20;18;16;16,650.0,ssb,1
delta,trino,q4_2,18;256;20;18;16;16,212.0,ssb,1
delta,trino,q4_2,18;256;20;18;16;16,721.0,ssb,1
delta,trino,q4_3,18;256;20;18;16;16,232.0,ssb,1
delta,trino,q4_3,18;256;20;18;16;16,513.0,ssb,1
delta,trino,q1_1,18;256;20;18;16;16,1856.0,ssb,1
delta,trino,q1_1,18;256;20;18;16;16,1669.0,ssb,1
delta,trino,q1_2,18;256;20;18;16;16,331.0,ssb,1
delta,trino,q1_2,18;256;20;18;16;16,326.0,ssb,1
delta,trino,q1_3,18;256;20;18;16;16,152.0,ssb,1
delta,trino,q1_3,18;256;20;18;16;16,640.0,ssb,1
delta,trino,q2_1,18;256;20;18;16;16,273.0,ssb,1
delta,trino,q2_1,18;256;20;18;16;16,643.0,ssb,1
delta,trino,q2_2,18;256;20;18;16;16,226.0,ssb,1
delta,trino,q2_2,18;256;20;18;16;16,530.0,ssb,1
delta,trino,q2_3,18;256;20;18;16;16,178.0,ssb,1
delta,trino,q2_3,18;256;20;18;16;16,1383.0,ssb,1
delta,trino,q3_1,18;256;20;18;16;16,206.0,ssb,1
delta,trino,q3_1,18;256;20;18;16;16,768.0,ssb,1
delta,trino,q3_2,18;256;20;18;16;16,154.0,ssb,1
delta,trino,q3_2,18;256;20;18;16;16,574.0,ssb,1
delta,trino,q3_3,18;256;20;18;16;16,163.0,ssb,1
delta,trino,q3_3,18;256;20;18;16;16,688.0,ssb,1
delta,trino,q3_4,18;256;20;18;16;16,154.0,ssb,1
delta,trino,q3_4,18;256;20;18;16;16,809.0,ssb,1
delta,trino,q4_1,18;256;20;18;16;16,277.0,ssb,1
delta,trino,q4_1,18;256;20;18;16;16,650.0,ssb,1
delta,trino,q4_2,18;256;20;18;16;16,212.0,ssb,1
delta,trino,q4_2,18;256;20;18;16;16,721.0,ssb,1
delta,trino,q4_3,18;256;20;18;16;16,232.0,ssb,1
delta,trino,q4_3,18;256;20;18;16;16,513.0,ssb,1
delta,trino,q1_1,18;256;20;18;16;16,1856.0,ssb,1
delta,trino,q1_1,18;256;20;18;16;16,1669.0,ssb,1
delta,trino,q1_2,18;256;20;18;16;16,331.0,ssb,1
delta,trino,q1_2,18;256;20;18;16;16,326.0,ssb,1
delta,trino,q1_3,18;256;20;18;16;16,152.0,ssb,1
delta,trino,q1_3,18;256;20;18;16;16,640.0,ssb,1
delta,trino,q2_1,18;256;20;18;16;16,273.0,ssb,1
delta,trino,q2_1,18;256;20;18;16;16,643.0,ssb,1
delta,trino,q2_2,18;256;20;18;16;16,226.0,ssb,1
delta,trino,q2_2,18;256;20;18;16;16,530.0,ssb,1
delta,trino,q2_3,18;256;20;18;16;16,178.0,ssb,1
delta,trino,q2_3,18;256;20;18;16;16,1383.0,ssb,1
delta,trino,q3_1,18;256;20;18;16;16,206.0,ssb,1
delta,trino,q3_1,18;256;20;18;16;16,768.0,ssb,1
delta,trino,q3_2,18;256;20;18;16;16,154.0,ssb,1
delta,trino,q3_2,18;256;20;18;16;16,574.0,ssb,1
delta,trino,q3_3,18;256;20;18;16;16,163.0,ssb,1
delta,trino,q3_3,18;256;20;18;16;16,688.0,ssb,1
delta,trino,q3_4,18;256;20;18;16;16,154.0,ssb,1
delta,trino,q3_4,18;256;20;18;16;16,809.0,ssb,1
delta,trino,q4_1,18;256;20;18;16;16,277.0,ssb,1
delta,trino,q4_1,18;256;20;18;16;16,650.0,ssb,1
delta,trino,q4_2,18;256;20;18;16;16,212.0,ssb,1
delta,trino,q4_2,18;256;20;18;16;16,721.0,ssb,1
delta,trino,q4_3,18;256;20;18;16;16,232.0,ssb,1
delta,trino,q4_3,18;256;20;18;16;16,513.0,ssb,1
delta,trino,q1_1,18;256;20;18;16;16,1943.0,ssb,1
delta,trino,q1_1,18;256;20;18;16;16,1687.0,ssb,1
delta,trino,q1_2,18;256;20;18;16;16,171.0,ssb,1
delta,trino,q1_2,18;256;20;18;16;16,424.0,ssb,1
delta,trino,q1_3,18;256;20;18;16;16,210.0,ssb,1
delta,trino,q1_3,18;256;20;18;16;16,573.0,ssb,1
delta,trino,q2_1,18;256;20;18;16;16,274.0,ssb,1
delta,trino,q2_1,18;256;20;18;16;16,1373.0,ssb,1
delta,trino,q2_2,18;256;20;18;16;16,188.0,ssb,1
delta,trino,q2_2,18;256;20;18;16;16,1187.0,ssb,1
delta,trino,q2_3,18;256;20;18;16;16,157.0,ssb,1
delta,trino,q2_3,18;256;20;18;16;16,421.0,ssb,1
delta,trino,q3_1,18;256;20;18;16;16,167.0,ssb,1
delta,trino,q3_1,18;256;20;18;16;16,582.0,ssb,1
delta,trino,q3_2,18;256;20;18;16;16,248.0,ssb,1
delta,trino,q3_2,18;256;20;18;16;16,671.0,ssb,1
delta,trino,q3_3,18;256;20;18;16;16,197.0,ssb,1
delta,trino,q3_3,18;256;20;18;16;16,472.0,ssb,1
delta,trino,q3_4,18;256;20;18;16;16,138.0,ssb,1
delta,trino,q3_4,18;256;20;18;16;16,427.0,ssb,1
delta,trino,q4_1,18;256;20;18;16;16,204.0,ssb,1
delta,trino,q4_1,18;256;20;18;16;16,635.0,ssb,1
delta,trino,q4_2,18;256;20;18;16;16,183.0,ssb,1
delta,trino,q4_2,18;256;20;18;16;16,568.0,ssb,1
delta,trino,q4_3,18;256;20;18;16;16,227.0,ssb,1
delta,trino,q4_3,18;256;20;18;16;16,499.0,ssb,1
delta,trino,q1_1,18;256;20;18;16;16,1943.0,ssb,1
delta,trino,q1_1,18;256;20;18;16;16,1687.0,ssb,1
delta,trino,q1_2,18;256;20;18;16;16,171.0,ssb,1
delta,trino,q1_2,18;256;20;18;16;16,424.0,ssb,1
delta,trino,q1_3,18;256;20;18;16;16,210.0,ssb,1
delta,trino,q1_3,18;256;20;18;16;16,573.0,ssb,1
delta,trino,q2_1,18;256;20;18;16;16,274.0,ssb,1
delta,trino,q2_1,18;256;20;18;16;16,1373.0,ssb,1
delta,trino,q2_2,18;256;20;18;16;16,188.0,ssb,1
delta,trino,q2_2,18;256;20;18;16;16,1187.0,ssb,1
delta,trino,q2_3,18;256;20;18;16;16,157.0,ssb,1
delta,trino,q2_3,18;256;20;18;16;16,421.0,ssb,1
delta,trino,q3_1,18;256;20;18;16;16,167.0,ssb,1
delta,trino,q3_1,18;256;20;18;16;16,582.0,ssb,1
delta,trino,q3_2,18;256;20;18;16;16,248.0,ssb,1
delta,trino,q3_2,18;256;20;18;16;16,671.0,ssb,1
delta,trino,q3_3,18;256;20;18;16;16,197.0,ssb,1
delta,trino,q3_3,18;256;20;18;16;16,472.0,ssb,1
delta,trino,q3_4,18;256;20;18;16;16,138.0,ssb,1
delta,trino,q3_4,18;256;20;18;16;16,427.0,ssb,1
delta,trino,q4_1,18;256;20;18;16;16,204.0,ssb,1
delta,trino,q4_1,18;256;20;18;16;16,635.0,ssb,1
delta,trino,q4_2,18;256;20;18;16;16,183.0,ssb,1
delta,trino,q4_2,18;256;20;18;16;16,568.0,ssb,1
delta,trino,q4_3,18;256;20;18;16;16,227.0,ssb,1
delta,trino,q4_3,18;256;20;18;16;16,499.0,ssb,1
delta,trino,q1_1,18;256;20;18;16;16,1943.0,ssb,1
delta,trino,q1_1,18;256;20;18;16;16,1687.0,ssb,1
delta,trino,q1_2,18;256;20;18;16;16,171.0,ssb,1
delta,trino,q1_2,18;256;20;18;16;16,424.0,ssb,1
delta,trino,q1_3,18;256;20;18;16;16,210.0,ssb,1
delta,trino,q1_3,18;256;20;18;16;16,573.0,ssb,1
delta,trino,q2_1,18;256;20;18;16;16,274.0,ssb,1
delta,trino,q2_1,18;256;20;18;16;16,1373.0,ssb,1
delta,trino,q2_2,18;256;20;18;16;16,188.0,ssb,1
delta,trino,q2_2,18;256;20;18;16;16,1187.0,ssb,1
delta,trino,q2_3,18;256;20;18;16;16,157.0,ssb,1
delta,trino,q2_3,18;256;20;18;16;16,421.0,ssb,1
delta,trino,q3_1,18;256;20;18;16;16,167.0,ssb,1
delta,trino,q3_1,18;256;20;18;16;16,582.0,ssb,1
delta,trino,q3_2,18;256;20;18;16;16,248.0,ssb,1
delta,trino,q3_2,18;256;20;18;16;16,671.0,ssb,1
delta,trino,q3_3,18;256;20;18;16;16,197.0,ssb,1
delta,trino,q3_3,18;256;20;18;16;16,472.0,ssb,1
delta,trino,q3_4,18;256;20;18;16;16,138.0,ssb,1
delta,trino,q3_4,18;256;20;18;16;16,427.0,ssb,1
delta,trino,q4_1,18;256;20;18;16;16,204.0,ssb,1
delta,trino,q4_1,18;256;20;18;16;16,635.0,ssb,1
delta,trino,q4_2,18;256;20;18;16;16,183.0,ssb,1
