datalake,engine,query name,conf,latency,benchmark,sf
delta,spark,tpch_0_q12,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,1501.04,tpch,10
delta,spark,tpch_0_q13,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,15999.66,tpch,10
delta,spark,tpch_0_q15,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,10411.81,tpch,10
delta,spark,tpch_0_q18,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,1986.71,tpch,10
delta,spark,tpch_0_q2,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,13693.49,tpch,10
delta,spark,tpch_0_q20,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,2590.88,tpch,10
delta,spark,tpch_0_q22,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,13640.06,tpch,10
delta,spark,tpch_0_q3,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,8235.61,tpch,10
delta,spark,tpch_0_q6,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,1786.25,tpch,10
delta,spark,tpch_0_q8,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,1501.04,tpch,10
delta,spark,tpch_0_q9,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,2071.02,tpch,10
delta,spark,tpch_1_q1,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,11722.96,tpch,10
delta,spark,tpch_1_q10,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,9529.58,tpch,10
delta,spark,tpch_1_q12,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,21293.5,tpch,10
delta,spark,tpch_1_q13,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,6065.53,tpch,10
delta,spark,tpch_1_q16,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,23137.43,tpch,10
delta,spark,tpch_1_q17,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,5783.78,tpch,10
delta,spark,tpch_1_q18,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,2712.34,tpch,10
delta,spark,tpch_1_q19,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,5300.95,tpch,10
delta,spark,tpch_1_q2,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,3592.14,tpch,10
delta,spark,tpch_1_q20,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,1938.49,tpch,10
delta,spark,tpch_1_q3,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,3290.01,tpch,10
delta,spark,tpch_1_q4,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,3018.36,tpch,10
delta,spark,tpch_1_q5,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,12307.09,tpch,10
delta,spark,tpch_1_q7,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,5730.26,tpch,10
delta,spark,tpch_1_q8,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,2702.25,tpch,10
delta,spark,tpch_1_q9,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,11469.05,tpch,10
delta,spark,tpch_2_q1,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,5576.05,tpch,10
delta,spark,tpch_2_q11,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,22618.94,tpch,10
delta,spark,tpch_2_q12,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,3734.35,tpch,10
delta,spark,tpch_2_q14,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,1501.04,tpch,10
delta,spark,tpch_2_q19,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,1501.04,tpch,10
delta,spark,tpch_2_q20,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,32712.62,tpch,10
delta,spark,tpch_2_q21,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,4497.99,tpch,10
delta,spark,tpch_2_q22,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,1501.04,tpch,10
delta,spark,tpch_2_q3,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,5155.53,tpch,10
delta,spark,tpch_2_q4,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,1507.46,tpch,10
delta,spark,tpch_2_q5,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,4809.96,tpch,10
delta,spark,tpch_2_q7,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,7596.21,tpch,10
delta,spark,tpch_2_q9,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,7022.75,tpch,10
delta,spark,tpch_0_q12,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,1501.04,tpch,10
delta,spark,tpch_0_q13,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,12436.62,tpch,10
delta,spark,tpch_0_q15,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,4060.38,tpch,10
delta,spark,tpch_0_q18,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,5308.28,tpch,10
delta,spark,tpch_0_q2,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,7007.12,tpch,10
delta,spark,tpch_0_q20,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,12573.18,tpch,10
delta,spark,tpch_0_q22,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,1677.03,tpch,10
delta,spark,tpch_0_q3,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,2363.98,tpch,10
delta,spark,tpch_0_q6,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,1911.21,tpch,10
delta,spark,tpch_0_q8,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,11135.23,tpch,10
delta,spark,tpch_0_q9,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,16114.91,tpch,10
delta,spark,tpch_1_q1,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,9769.0,tpch,10
delta,spark,tpch_1_q10,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,11123.31,tpch,10
delta,spark,tpch_1_q12,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,2678.66,tpch,10
delta,spark,tpch_1_q13,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,1501.04,tpch,10
delta,spark,tpch_1_q16,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,3162.47,tpch,10
delta,spark,tpch_1_q17,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,41595.25,tpch,10
delta,spark,tpch_1_q18,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,21238.27,tpch,10
delta,spark,tpch_1_q19,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,30054.23,tpch,10
delta,spark,tpch_1_q2,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,25748.37,tpch,10
delta,spark,tpch_1_q20,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,13878.43,tpch,10
delta,spark,tpch_1_q3,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,10966.27,tpch,10
delta,spark,tpch_1_q4,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,7732.03,tpch,10
delta,spark,tpch_1_q5,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,5749.83,tpch,10
delta,spark,tpch_1_q7,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,20624.16,tpch,10
delta,spark,tpch_1_q8,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,2599.51,tpch,10
delta,spark,tpch_1_q9,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,6268.65,tpch,10
delta,spark,tpch_2_q1,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,5348.85,tpch,10
delta,spark,tpch_2_q11,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,16454.8,tpch,10
delta,spark,tpch_2_q12,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,1501.04,tpch,10
delta,spark,tpch_2_q14,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,6400.73,tpch,10
delta,spark,tpch_2_q19,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,1501.04,tpch,10
delta,spark,tpch_2_q20,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,4213.78,tpch,10
delta,spark,tpch_2_q21,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,2328.92,tpch,10
delta,spark,tpch_2_q22,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,1778.55,tpch,10
delta,spark,tpch_2_q3,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,2659.18,tpch,10
delta,spark,tpch_2_q4,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,8098.6,tpch,10
delta,spark,tpch_2_q5,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,2375.65,tpch,10
delta,spark,tpch_2_q7,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,44698.18,tpch,10
delta,spark,tpch_2_q9,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=512m,2816.97,tpch,10
delta,spark,tpch_0_q12,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=128m,1501.04,tpch,10
delta,spark,tpch_0_q13,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=128m,4570.63,tpch,10
delta,spark,tpch_0_q15,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=128m,6758.32,tpch,10
delta,spark,tpch_0_q18,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=128m,1939.95,tpch,10
delta,spark,tpch_0_q2,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=128m,4498.36,tpch,10
delta,spark,tpch_0_q20,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=128m,1899.25,tpch,10
delta,spark,tpch_0_q22,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=128m,13039.6,tpch,10
delta,spark,tpch_0_q3,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=128m,18161.34,tpch,10
delta,spark,tpch_0_q6,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=128m,4581.7,tpch,10
delta,spark,tpch_0_q8,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=128m,1501.04,tpch,10
delta,spark,tpch_0_q9,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=128m,7234.53,tpch,10
delta,spark,tpch_1_q1,spark.executor.memory=2g; spark.executor.cores=8; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=128m,5851.92,tpch,10
