datalake,engine,query name,conf,latency,benchmark,sf
delta,spark,db5,20.0;18.0;18.0;16.0;16.0;256.0|1;1;1,763.08,tpch,1
delta,spark,db6,20.0;18.0;18.0;16.0;16.0;256.0|1;1;1,949.96,tpch,1
delta,spark,db7,20.0;18.0;18.0;16.0;16.0;256.0|1;1;1,897.87,tpch,1
delta,spark,db8,20.0;18.0;18.0;16.0;16.0;256.0|1;1;1,1267.45,tpch,1
delta,spark,db9,20.0;18.0;18.0;16.0;16.0;256.0|1;1;1,1462.76,tpch,1
delta,spark,db1,20.0;18.0;18.0;16.0;16.0;256.0|1;1;0,134.27,tpch,1
delta,spark,db10,20.0;18.0;18.0;16.0;16.0;256.0|1;1;0,146.83,tpch,1
delta,spark,db11,20.0;18.0;18.0;16.0;16.0;256.0|1;1;0,188.93,tpch,1
delta,spark,db12,20.0;18.0;18.0;16.0;16.0;256.0|1;1;0,198.4,tpch,1
delta,spark,db13,20.0;18.0;18.0;16.0;16.0;256.0|1;1;0,198.22,tpch,1
delta,spark,db14,20.0;18.0;18.0;16.0;16.0;256.0|1;1;0,208.42,tpch,1
delta,spark,db15,20.0;18.0;18.0;16.0;16.0;256.0|1;1;0,268.66,tpch,1
delta,spark,db16,20.0;18.0;18.0;16.0;16.0;256.0|1;1;0,304.28,tpch,1
delta,spark,db17,20.0;18.0;18.0;16.0;16.0;256.0|1;1;0,332.01,tpch,1
delta,spark,db18,20.0;18.0;18.0;16.0;16.0;256.0|1;1;0,333.97,tpch,1
delta,spark,db19,20.0;18.0;18.0;16.0;16.0;256.0|1;1;0,387.49,tpch,1
delta,spark,db2,20.0;18.0;18.0;16.0;16.0;256.0|1;1;0,499.8,tpch,1
delta,spark,db20,20.0;18.0;18.0;16.0;16.0;256.0|1;1;0,459.27,tpch,1
delta,spark,db21,20.0;18.0;18.0;16.0;16.0;256.0|1;1;0,512.58,tpch,1
delta,spark,db22,20.0;18.0;18.0;16.0;16.0;256.0|1;1;0,594.12,tpch,1
delta,spark,db3,20.0;18.0;18.0;16.0;16.0;256.0|1;1;0,620.36,tpch,1
delta,spark,db4,20.0;18.0;18.0;16.0;16.0;256.0|1;1;0,685.33,tpch,1
delta,spark,db5,20.0;18.0;18.0;16.0;16.0;256.0|1;1;0,990.39,tpch,1
delta,spark,db6,20.0;18.0;18.0;16.0;16.0;256.0|1;1;0,1028.53,tpch,1
delta,spark,db7,20.0;18.0;18.0;16.0;16.0;256.0|1;1;0,942.53,tpch,1
delta,spark,db8,20.0;18.0;18.0;16.0;16.0;256.0|1;1;0,1169.3,tpch,1
delta,spark,db9,20.0;18.0;18.0;16.0;16.0;256.0|1;1;0,1430.69,tpch,1
delta,spark,db1,20.0;18.0;18.0;16.0;16.0;256.0|0;0;1,147.74,tpch,1
delta,spark,db10,20.0;18.0;18.0;16.0;16.0;256.0|0;0;1,180.51,tpch,1
delta,spark,db11,20.0;18.0;18.0;16.0;16.0;256.0|0;0;1,184.32,tpch,1
delta,spark,db12,20.0;18.0;18.0;16.0;16.0;256.0|0;0;1,206.03,tpch,1
delta,spark,db13,20.0;18.0;18.0;16.0;16.0;256.0|0;0;1,245.38,tpch,1
delta,spark,db14,20.0;18.0;18.0;16.0;16.0;256.0|0;0;1,291.7,tpch,1
delta,spark,db15,20.0;18.0;18.0;16.0;16.0;256.0|0;0;1,337.89,tpch,1
delta,spark,db16,20.0;18.0;18.0;16.0;16.0;256.0|0;0;1,335.51,tpch,1
delta,spark,db17,20.0;18.0;18.0;16.0;16.0;256.0|0;0;1,362.1,tpch,1
delta,spark,db18,20.0;18.0;18.0;16.0;16.0;256.0|0;0;1,432.0,tpch,1
delta,spark,db19,20.0;18.0;18.0;16.0;16.0;256.0|0;0;1,450.35,tpch,1
delta,spark,db2,20.0;18.0;18.0;16.0;16.0;256.0|0;0;1,518.37,tpch,1
delta,spark,db20,20.0;18.0;18.0;16.0;16.0;256.0|0;0;1,483.93,tpch,1
delta,spark,db21,20.0;18.0;18.0;16.0;16.0;256.0|0;0;1,564.43,tpch,1
delta,spark,db22,20.0;18.0;18.0;16.0;16.0;256.0|0;0;1,539.28,tpch,1
delta,spark,db3,20.0;18.0;18.0;16.0;16.0;256.0|0;0;1,594.02,tpch,1
delta,spark,db4,20.0;18.0;18.0;16.0;16.0;256.0|0;0;1,789.5,tpch,1
delta,spark,db5,20.0;18.0;18.0;16.0;16.0;256.0|0;0;1,795.77,tpch,1
delta,spark,db6,20.0;18.0;18.0;16.0;16.0;256.0|0;0;1,931.49,tpch,1
delta,spark,db7,20.0;18.0;18.0;16.0;16.0;256.0|0;0;1,1144.66,tpch,1
delta,spark,db8,20.0;18.0;18.0;16.0;16.0;256.0|0;0;1,1330.48,tpch,1
delta,spark,db9,20.0;18.0;18.0;16.0;16.0;256.0|0;0;1,1514.53,tpch,1
delta,spark,db1,20.0;18.0;18.0;16.0;16.0;256.0|1;0;0,129.1,tpch,1
delta,spark,db10,20.0;18.0;18.0;16.0;16.0;256.0|1;0;0,141.4,tpch,1
delta,spark,db11,20.0;18.0;18.0;16.0;16.0;256.0|1;0;0,160.84,tpch,1
delta,spark,db12,20.0;18.0;18.0;16.0;16.0;256.0|1;0;0,189.37,tpch,1
delta,spark,db13,20.0;18.0;18.0;16.0;16.0;256.0|1;0;0,193.15,tpch,1
delta,spark,db14,20.0;18.0;18.0;16.0;16.0;256.0|1;0;0,245.37,tpch,1
delta,spark,db15,20.0;18.0;18.0;16.0;16.0;256.0|1;0;0,248.71,tpch,1
delta,spark,db16,20.0;18.0;18.0;16.0;16.0;256.0|1;0;0,271.16,tpch,1
delta,spark,db17,20.0;18.0;18.0;16.0;16.0;256.0|1;0;0,306.23,tpch,1
delta,spark,db18,20.0;18.0;18.0;16.0;16.0;256.0|1;0;0,297.95,tpch,1
delta,spark,db19,20.0;18.0;18.0;16.0;16.0;256.0|1;0;0,357.36,tpch,1
delta,spark,db2,20.0;18.0;18.0;16.0;16.0;256.0|1;0;0,433.7,tpch,1
delta,spark,db20,20.0;18.0;18.0;16.0;16.0;256.0|1;0;0,487.35,tpch,1
delta,spark,db21,20.0;18.0;18.0;16.0;16.0;256.0|1;0;0,516.05,tpch,1
delta,spark,db22,20.0;18.0;18.0;16.0;16.0;256.0|1;0;0,558.17,tpch,1
delta,spark,db3,20.0;18.0;18.0;16.0;16.0;256.0|1;0;0,534.86,tpch,1
delta,spark,db4,20.0;18.0;18.0;16.0;16.0;256.0|1;0;0,687.03,tpch,1
delta,spark,db5,20.0;18.0;18.0;16.0;16.0;256.0|1;0;0,894.42,tpch,1
delta,spark,db6,20.0;18.0;18.0;16.0;16.0;256.0|1;0;0,881.3,tpch,1
delta,spark,db7,20.0;18.0;18.0;16.0;16.0;256.0|1;0;0,906.68,tpch,1
delta,spark,db8,20.0;18.0;18.0;16.0;16.0;256.0|1;0;0,1334.69,tpch,1
delta,spark,db9,20.0;18.0;18.0;16.0;16.0;256.0|1;0;0,1672.38,tpch,1
delta,spark,db1,193.0;28.0;28.0;32.0;30.0;408.0|0;1;1,143.6,tpch,1
delta,spark,db10,193.0;28.0;28.0;32.0;30.0;408.0|0;1;1,150.96,tpch,1
delta,spark,db11,193.0;28.0;28.0;32.0;30.0;408.0|0;1;1,175.35,tpch,1
delta,spark,db12,193.0;28.0;28.0;32.0;30.0;408.0|0;1;1,199.36,tpch,1
delta,spark,db13,193.0;28.0;28.0;32.0;30.0;408.0|0;1;1,216.34,tpch,1
delta,spark,db14,193.0;28.0;28.0;32.0;30.0;408.0|0;1;1,210.77,tpch,1
delta,spark,db15,193.0;28.0;28.0;32.0;30.0;408.0|0;1;1,238.31,tpch,1
delta,spark,db16,193.0;28.0;28.0;32.0;30.0;408.0|0;1;1,276.79,tpch,1
delta,spark,db17,193.0;28.0;28.0;32.0;30.0;408.0|0;1;1,337.57,tpch,1
delta,spark,db18,193.0;28.0;28.0;32.0;30.0;408.0|0;1;1,314.12,tpch,1
delta,spark,db19,193.0;28.0;28.0;32.0;30.0;408.0|0;1;1,362.73,tpch,1
delta,spark,db2,193.0;28.0;28.0;32.0;30.0;408.0|0;1;1,470.78,tpch,1
delta,spark,db20,193.0;28.0;28.0;32.0;30.0;408.0|0;1;1,450.34,tpch,1
delta,spark,db21,193.0;28.0;28.0;32.0;30.0;408.0|0;1;1,535.33,tpch,1
delta,spark,db22,193.0;28.0;28.0;32.0;30.0;408.0|0;1;1,556.41,tpch,1
delta,spark,db3,193.0;28.0;28.0;32.0;30.0;408.0|0;1;1,604.03,tpch,1
delta,spark,db4,193.0;28.0;28.0;32.0;30.0;408.0|0;1;1,717.69,tpch,1
delta,spark,db5,193.0;28.0;28.0;32.0;30.0;408.0|0;1;1,912.62,tpch,1
delta,spark,db6,193.0;28.0;28.0;32.0;30.0;408.0|0;1;1,867.43,tpch,1
delta,spark,db7,193.0;28.0;28.0;32.0;30.0;408.0|0;1;1,1034.13,tpch,1
delta,spark,db8,193.0;28.0;28.0;32.0;30.0;408.0|0;1;1,1322.94,tpch,1
delta,spark,db9,193.0;28.0;28.0;32.0;30.0;408.0|0;1;1,1728.1,tpch,1
delta,spark,db1,193.0;28.0;28.0;32.0;30.0;408.0|0;1;0,150.74,tpch,1
delta,spark,db10,193.0;28.0;28.0;32.0;30.0;408.0|0;1;0,179.58,tpch,1
delta,spark,db11,193.0;28.0;28.0;32.0;30.0;408.0|0;1;0,196.42,tpch,1
delta,spark,db12,193.0;28.0;28.0;32.0;30.0;408.0|0;1;0,205.02,tpch,1
delta,spark,db13,193.0;28.0;28.0;32.0;30.0;408.0|0;1;0,268.03,tpch,1
delta,spark,db14,193.0;28.0;28.0;32.0;30.0;408.0|0;1;0,279.59,tpch,1
delta,spark,db15,193.0;28.0;28.0;32.0;30.0;408.0|0;1;0,308.92,tpch,1
delta,spark,db16,193.0;28.0;28.0;32.0;30.0;408.0|0;1;0,371.65,tpch,1
delta,spark,db17,193.0;28.0;28.0;32.0;30.0;408.0|0;1;0,395.33,tpch,1
delta,spark,db18,193.0;28.0;28.0;32.0;30.0;408.0|0;1;0,371.95,tpch,1
delta,spark,db19,193.0;28.0;28.0;32.0;30.0;408.0|0;1;0,473.2,tpch,1
delta,spark,db2,193.0;28.0;28.0;32.0;30.0;408.0|0;1;0,507.57,tpch,1
delta,spark,db20,193.0;28.0;28.0;32.0;30.0;408.0|0;1;0,554.57,tpch,1
delta,spark,db21,193.0;28.0;28.0;32.0;30.0;408.0|0;1;0,566.12,tpch,1
delta,spark,db22,193.0;28.0;28.0;32.0;30.0;408.0|0;1;0,531.25,tpch,1
delta,spark,db3,193.0;28.0;28.0;32.0;30.0;408.0|0;1;0,589.03,tpch,1
delta,spark,db4,193.0;28.0;28.0;32.0;30.0;408.0|0;1;0,617.9,tpch,1
delta,spark,db5,193.0;28.0;28.0;32.0;30.0;408.0|0;1;0,813.82,tpch,1
delta,spark,db6,193.0;28.0;28.0;32.0;30.0;408.0|0;1;0,933.75,tpch,1
delta,spark,db7,193.0;28.0;28.0;32.0;30.0;408.0|0;1;0,1116.98,tpch,1
delta,spark,db8,193.0;28.0;28.0;32.0;30.0;408.0|0;1;0,1225.15,tpch,1
delta,spark,db9,193.0;28.0;28.0;32.0;30.0;408.0|0;1;0,1491.26,tpch,1
delta,spark,db1,193.0;28.0;28.0;32.0;30.0;408.0|1;0;1,136.39,tpch,1
delta,spark,db10,193.0;28.0;28.0;32.0;30.0;408.0|1;0;1,175.72,tpch,1
delta,spark,db11,193.0;28.0;28.0;32.0;30.0;408.0|1;0;1,157.01,tpch,1
delta,spark,db12,193.0;28.0;28.0;32.0;30.0;408.0|1;0;1,201.43,tpch,1
delta,spark,db13,193.0;28.0;28.0;32.0;30.0;408.0|1;0;1,185.33,tpch,1
delta,spark,db14,193.0;28.0;28.0;32.0;30.0;408.0|1;0;1,238.09,tpch,1
delta,spark,db15,193.0;28.0;28.0;32.0;30.0;408.0|1;0;1,252.23,tpch,1
delta,spark,db16,193.0;28.0;28.0;32.0;30.0;408.0|1;0;1,272.43,tpch,1
delta,spark,db17,193.0;28.0;28.0;32.0;30.0;408.0|1;0;1,299.81,tpch,1
delta,spark,db18,193.0;28.0;28.0;32.0;30.0;408.0|1;0;1,323.09,tpch,1
delta,spark,db19,193.0;28.0;28.0;32.0;30.0;408.0|1;0;1,333.55,tpch,1
delta,spark,db2,193.0;28.0;28.0;32.0;30.0;408.0|1;0;1,431.73,tpch,1
delta,spark,db20,193.0;28.0;28.0;32.0;30.0;408.0|1;0;1,461.2,tpch,1
delta,spark,db21,193.0;28.0;28.0;32.0;30.0;408.0|1;0;1,462.23,tpch,1
delta,spark,db22,193.0;28.0;28.0;32.0;30.0;408.0|1;0;1,546.46,tpch,1
delta,spark,db3,193.0;28.0;28.0;32.0;30.0;408.0|1;0;1,603.53,tpch,1
delta,spark,db4,193.0;28.0;28.0;32.0;30.0;408.0|1;0;1,721.91,tpch,1
delta,spark,db5,193.0;28.0;28.0;32.0;30.0;408.0|1;0;1,794.03,tpch,1
delta,spark,db6,193.0;28.0;28.0;32.0;30.0;408.0|1;0;1,970.77,tpch,1
delta,spark,db7,193.0;28.0;28.0;32.0;30.0;408.0|1;0;1,1039.97,tpch,1
delta,spark,db8,193.0;28.0;28.0;32.0;30.0;408.0|1;0;1,1222.67,tpch,1
delta,spark,db9,193.0;28.0;28.0;32.0;30.0;408.0|1;0;1,1560.77,tpch,1
delta,spark,db1,26.0;35.0;39.0;16.0;18.0;1848.0|1;0;0,139.0,tpch,1
delta,spark,db10,26.0;35.0;39.0;16.0;18.0;1848.0|1;0;0,180.11,tpch,1
delta,spark,db11,26.0;35.0;39.0;16.0;18.0;1848.0|1;0;0,188.59,tpch,1
delta,spark,db12,26.0;35.0;39.0;16.0;18.0;1848.0|1;0;0,222.56,tpch,1
delta,spark,db13,26.0;35.0;39.0;16.0;18.0;1848.0|1;0;0,231.11,tpch,1
delta,spark,db14,26.0;35.0;39.0;16.0;18.0;1848.0|1;0;0,263.86,tpch,1
delta,spark,db15,26.0;35.0;39.0;16.0;18.0;1848.0|1;0;0,302.05,tpch,1
delta,spark,db16,26.0;35.0;39.0;16.0;18.0;1848.0|1;0;0,365.03,tpch,1
delta,spark,db17,26.0;35.0;39.0;16.0;18.0;1848.0|1;0;0,358.93,tpch,1
delta,spark,db18,26.0;35.0;39.0;16.0;18.0;1848.0|1;0;0,442.27,tpch,1
delta,spark,db19,26.0;35.0;39.0;16.0;18.0;1848.0|1;0;0,505.84,tpch,1
delta,spark,db2,26.0;35.0;39.0;16.0;18.0;1848.0|1;0;0,453.61,tpch,1
delta,spark,db20,26.0;35.0;39.0;16.0;18.0;1848.0|1;0;0,495.41,tpch,1
delta,spark,db21,26.0;35.0;39.0;16.0;18.0;1848.0|1;0;0,586.78,tpch,1
delta,spark,db22,26.0;35.0;39.0;16.0;18.0;1848.0|1;0;0,559.3,tpch,1
delta,spark,db3,26.0;35.0;39.0;16.0;18.0;1848.0|1;0;0,558.75,tpch,1
delta,spark,db4,26.0;35.0;39.0;16.0;18.0;1848.0|1;0;0,721.51,tpch,1
delta,spark,db5,26.0;35.0;39.0;16.0;18.0;1848.0|1;0;0,756.8,tpch,1
delta,spark,db6,26.0;35.0;39.0;16.0;18.0;1848.0|1;0;0,941.72,tpch,1
delta,spark,db7,26.0;35.0;39.0;16.0;18.0;1848.0|1;0;0,1147.93,tpch,1
delta,spark,db8,26.0;35.0;39.0;16.0;18.0;1848.0|1;0;0,1336.96,tpch,1
delta,spark,db9,26.0;35.0;39.0;16.0;18.0;1848.0|1;0;0,1467.63,tpch,1
delta,spark,db1,26.0;35.0;39.0;16.0;18.0;1848.0|1;1;0,106.28,tpch,1
delta,spark,db10,26.0;35.0;39.0;16.0;18.0;1848.0|1;1;0,160.26,tpch,1
delta,spark,db11,26.0;35.0;39.0;16.0;18.0;1848.0|1;1;0,185.91,tpch,1
delta,spark,db12,26.0;35.0;39.0;16.0;18.0;1848.0|1;1;0,202.65,tpch,1
delta,spark,db13,26.0;35.0;39.0;16.0;18.0;1848.0|1;1;0,228.82,tpch,1
delta,spark,db14,26.0;35.0;39.0;16.0;18.0;1848.0|1;1;0,253.6,tpch,1
delta,spark,db15,26.0;35.0;39.0;16.0;18.0;1848.0|1;1;0,300.53,tpch,1
delta,spark,db16,26.0;35.0;39.0;16.0;18.0;1848.0|1;1;0,288.69,tpch,1
delta,spark,db17,26.0;35.0;39.0;16.0;18.0;1848.0|1;1;0,350.24,tpch,1
delta,spark,db18,26.0;35.0;39.0;16.0;18.0;1848.0|1;1;0,363.63,tpch,1
delta,spark,db19,26.0;35.0;39.0;16.0;18.0;1848.0|1;1;0,444.05,tpch,1
delta,spark,db2,26.0;35.0;39.0;16.0;18.0;1848.0|1;1;0,447.42,tpch,1
delta,spark,db20,26.0;35.0;39.0;16.0;18.0;1848.0|1;1;0,470.99,tpch,1
delta,spark,db21,26.0;35.0;39.0;16.0;18.0;1848.0|1;1;0,527.42,tpch,1
delta,spark,db22,26.0;35.0;39.0;16.0;18.0;1848.0|1;1;0,568.28,tpch,1
delta,spark,db3,26.0;35.0;39.0;16.0;18.0;1848.0|1;1;0,581.26,tpch,1
delta,spark,db4,26.0;35.0;39.0;16.0;18.0;1848.0|1;1;0,644.64,tpch,1
delta,spark,db5,26.0;35.0;39.0;16.0;18.0;1848.0|1;1;0,801.88,tpch,1
delta,spark,db6,26.0;35.0;39.0;16.0;18.0;1848.0|1;1;0,939.59,tpch,1
delta,spark,db7,26.0;35.0;39.0;16.0;18.0;1848.0|1;1;0,1108.19,tpch,1
delta,spark,db8,26.0;35.0;39.0;16.0;18.0;1848.0|1;1;0,1282.88,tpch,1
delta,spark,db9,26.0;35.0;39.0;16.0;18.0;1848.0|1;1;0,1383.2,tpch,1
delta,spark,db1,26.0;35.0;39.0;16.0;18.0;1848.0|1;0;1,167.73,tpch,1
delta,spark,db10,26.0;35.0;39.0;16.0;18.0;1848.0|1;0;1,182.71,tpch,1
delta,spark,db11,26.0;35.0;39.0;16.0;18.0;1848.0|1;0;1,195.46,tpch,1
delta,spark,db12,26.0;35.0;39.0;16.0;18.0;1848.0|1;0;1,204.79,tpch,1
delta,spark,db13,26.0;35.0;39.0;16.0;18.0;1848.0|1;0;1,216.62,tpch,1
delta,spark,db14,26.0;35.0;39.0;16.0;18.0;1848.0|1;0;1,194.87,tpch,1
delta,spark,db15,26.0;35.0;39.0;16.0;18.0;1848.0|1;0;1,249.28,tpch,1
delta,spark,db16,26.0;35.0;39.0;16.0;18.0;1848.0|1;0;1,260.1,tpch,1
delta,spark,db17,26.0;35.0;39.0;16.0;18.0;1848.0|1;0;1,300.73,tpch,1
delta,spark,db18,26.0;35.0;39.0;16.0;18.0;1848.0|1;0;1,293.12,tpch,1
delta,spark,db19,26.0;35.0;39.0;16.0;18.0;1848.0|1;0;1,329.33,tpch,1
delta,spark,db2,26.0;35.0;39.0;16.0;18.0;1848.0|1;0;1,474.92,tpch,1
delta,spark,db20,26.0;35.0;39.0;16.0;18.0;1848.0|1;0;1,452.69,tpch,1
delta,spark,db21,26.0;35.0;39.0;16.0;18.0;1848.0|1;0;1,562.54,tpch,1
delta,spark,db22,26.0;35.0;39.0;16.0;18.0;1848.0|1;0;1,534.84,tpch,1
delta,spark,db3,26.0;35.0;39.0;16.0;18.0;1848.0|1;0;1,556.79,tpch,1
delta,spark,db4,26.0;35.0;39.0;16.0;18.0;1848.0|1;0;1,739.25,tpch,1
delta,spark,db5,26.0;35.0;39.0;16.0;18.0;1848.0|1;0;1,871.57,tpch,1
delta,spark,db6,26.0;35.0;39.0;16.0;18.0;1848.0|1;0;1,926.42,tpch,1
delta,spark,db7,26.0;35.0;39.0;16.0;18.0;1848.0|1;0;1,1056.31,tpch,1
delta,spark,db8,26.0;35.0;39.0;16.0;18.0;1848.0|1;0;1,1264.71,tpch,1
delta,spark,db9,26.0;35.0;39.0;16.0;18.0;1848.0|1;0;1,1408.03,tpch,1
delta,spark,db1,98.0;15.0;9.0;16.0;13.0;1178.0|0;1;0,177.73,tpch,1
delta,spark,db10,98.0;15.0;9.0;16.0;13.0;1178.0|0;1;0,182.95,tpch,1
delta,spark,db11,98.0;15.0;9.0;16.0;13.0;1178.0|0;1;0,201.99,tpch,1
delta,spark,db12,98.0;15.0;9.0;16.0;13.0;1178.0|0;1;0,227.55,tpch,1
delta,spark,db13,98.0;15.0;9.0;16.0;13.0;1178.0|0;1;0,225.76,tpch,1
delta,spark,db14,98.0;15.0;9.0;16.0;13.0;1178.0|0;1;0,284.82,tpch,1
delta,spark,db15,98.0;15.0;9.0;16.0;13.0;1178.0|0;1;0,317.58,tpch,1
delta,spark,db16,98.0;15.0;9.0;16.0;13.0;1178.0|0;1;0,385.5,tpch,1
delta,spark,db17,98.0;15.0;9.0;16.0;13.0;1178.0|0;1;0,339.43,tpch,1
delta,spark,db18,98.0;15.0;9.0;16.0;13.0;1178.0|0;1;0,411.2,tpch,1
delta,spark,db19,98.0;15.0;9.0;16.0;13.0;1178.0|0;1;0,447.29,tpch,1
delta,spark,db2,98.0;15.0;9.0;16.0;13.0;1178.0|0;1;0,474.77,tpch,1
delta,spark,db20,98.0;15.0;9.0;16.0;13.0;1178.0|0;1;0,525.4,tpch,1
delta,spark,db21,98.0;15.0;9.0;16.0;13.0;1178.0|0;1;0,592.98,tpch,1
delta,spark,db22,98.0;15.0;9.0;16.0;13.0;1178.0|0;1;0,572.39,tpch,1
delta,spark,db3,98.0;15.0;9.0;16.0;13.0;1178.0|0;1;0,604.93,tpch,1
delta,spark,db4,98.0;15.0;9.0;16.0;13.0;1178.0|0;1;0,742.89,tpch,1
delta,spark,db5,98.0;15.0;9.0;16.0;13.0;1178.0|0;1;0,818.63,tpch,1
delta,spark,db6,98.0;15.0;9.0;16.0;13.0;1178.0|0;1;0,904.38,tpch,1
delta,spark,db7,98.0;15.0;9.0;16.0;13.0;1178.0|0;1;0,1099.64,tpch,1
delta,spark,db8,98.0;15.0;9.0;16.0;13.0;1178.0|0;1;0,1231.87,tpch,1
delta,spark,db9,98.0;15.0;9.0;16.0;13.0;1178.0|0;1;0,1664.29,tpch,1
delta,spark,db1,98.0;15.0;9.0;16.0;13.0;1178.0|1;0;1,146.87,tpch,1
delta,spark,db10,98.0;15.0;9.0;16.0;13.0;1178.0|1;0;1,171.95,tpch,1
delta,spark,db11,98.0;15.0;9.0;16.0;13.0;1178.0|1;0;1,175.66,tpch,1
delta,spark,db12,98.0;15.0;9.0;16.0;13.0;1178.0|1;0;1,222.42,tpch,1
delta,spark,db13,98.0;15.0;9.0;16.0;13.0;1178.0|1;0;1,207.18,tpch,1
delta,spark,db14,98.0;15.0;9.0;16.0;13.0;1178.0|1;0;1,221.19,tpch,1
delta,spark,db15,98.0;15.0;9.0;16.0;13.0;1178.0|1;0;1,260.86,tpch,1
delta,spark,db16,98.0;15.0;9.0;16.0;13.0;1178.0|1;0;1,271.78,tpch,1
delta,spark,db17,98.0;15.0;9.0;16.0;13.0;1178.0|1;0;1,294.85,tpch,1
delta,spark,db18,98.0;15.0;9.0;16.0;13.0;1178.0|1;0;1,366.69,tpch,1
delta,spark,db19,98.0;15.0;9.0;16.0;13.0;1178.0|1;0;1,375.13,tpch,1
delta,spark,db2,98.0;15.0;9.0;16.0;13.0;1178.0|1;0;1,441.78,tpch,1
delta,spark,db20,98.0;15.0;9.0;16.0;13.0;1178.0|1;0;1,529.06,tpch,1
delta,spark,db21,98.0;15.0;9.0;16.0;13.0;1178.0|1;0;1,594.13,tpch,1
delta,spark,db22,98.0;15.0;9.0;16.0;13.0;1178.0|1;0;1,502.51,tpch,1
delta,spark,db3,98.0;15.0;9.0;16.0;13.0;1178.0|1;0;1,556.81,tpch,1
delta,spark,db4,98.0;15.0;9.0;16.0;13.0;1178.0|1;0;1,645.49,tpch,1
delta,spark,db5,98.0;15.0;9.0;16.0;13.0;1178.0|1;0;1,908.33,tpch,1
delta,spark,db6,98.0;15.0;9.0;16.0;13.0;1178.0|1;0;1,978.99,tpch,1
delta,spark,db7,98.0;15.0;9.0;16.0;13.0;1178.0|1;0;1,1159.45,tpch,1
delta,spark,db8,98.0;15.0;9.0;16.0;13.0;1178.0|1;0;1,1214.46,tpch,1
delta,spark,db9,98.0;15.0;9.0;16.0;13.0;1178.0|1;0;1,1442.22,tpch,1
