datalake,engine,query name,conf,latency,benchmark,sf
delta,trino,ssb_q39,103.0;14.0;36.0;20.0;256.0;237.0;280.0|1;1;0,17254.47,ssb,10
delta,trino,ssb_q33,103.0;14.0;36.0;20.0;256.0;237.0;280.0|1;1;0,16198.66,ssb,10
delta,trino,ssb_q46,103.0;14.0;36.0;20.0;256.0;237.0;280.0|1;1;0,18256.16,ssb,10
delta,trino,ssb_q31,103.0;14.0;36.0;20.0;256.0;237.0;280.0|1;1;0,15568.6,ssb,10
delta,trino,ssb_q28,103.0;14.0;36.0;20.0;256.0;237.0;280.0|1;1;0,17514.97,ssb,10
delta,trino,ssb_q18,103.0;14.0;36.0;20.0;256.0;237.0;280.0|1;1;0,17458.83,ssb,10
delta,trino,ssb_q3,103.0;14.0;36.0;20.0;256.0;237.0;280.0|1;1;0,15694.17,ssb,10
delta,trino,ssb_q19,103.0;14.0;36.0;20.0;256.0;237.0;280.0|1;1;0,17846.52,ssb,10
delta,trino,ssb_q41,103.0;14.0;36.0;20.0;256.0;237.0;280.0|1;1;0,17524.46,ssb,10
delta,trino,ssb_q29,103.0;14.0;36.0;20.0;256.0;237.0;280.0|1;1;0,17954.26,ssb,10
delta,trino,ssb_q4,103.0;14.0;36.0;20.0;256.0;237.0;280.0|1;1;0,16893.1,ssb,10
delta,trino,ssb_q37,103.0;14.0;36.0;20.0;256.0;237.0;280.0|1;1;0,16106.38,ssb,10
delta,trino,ssb_q16,103.0;14.0;36.0;20.0;256.0;237.0;280.0|1;1;0,17734.08,ssb,10
delta,trino,ssb_q22,103.0;14.0;36.0;20.0;256.0;237.0;280.0|1;1;0,15744.57,ssb,10
delta,trino,ssb_q25,103.0;14.0;36.0;20.0;256.0;237.0;280.0|1;1;0,18004.27,ssb,10
delta,trino,ssb_q2,103.0;14.0;36.0;20.0;256.0;237.0;280.0|1;1;0,16231.51,ssb,10
delta,trino,ssb_q17,103.0;14.0;36.0;20.0;256.0;237.0;280.0|1;1;0,16512.22,ssb,10
delta,trino,ssb_q48,103.0;14.0;36.0;20.0;256.0;237.0;280.0|1;1;0,17604.98,ssb,10
delta,trino,ssb_q34,103.0;14.0;36.0;20.0;256.0;237.0;280.0|1;1;0,17393.04,ssb,10
delta,trino,ssb_q26,103.0;14.0;36.0;20.0;256.0;237.0;280.0|1;1;0,17149.49,ssb,10
delta,trino,ssb_q30,103.0;14.0;36.0;20.0;256.0;237.0;280.0|1;1;0,18526.54,ssb,10
delta,trino,ssb_q35,103.0;14.0;36.0;20.0;256.0;237.0;280.0|1;1;0,17019.17,ssb,10
delta,trino,ssb_q11,103.0;14.0;36.0;20.0;256.0;237.0;280.0|1;1;0,17651.4,ssb,10
delta,trino,ssb_q15,103.0;14.0;36.0;20.0;256.0;237.0;280.0|1;1;0,18796.78,ssb,10
delta,trino,ssb_q27,103.0;14.0;36.0;20.0;256.0;237.0;280.0|1;1;0,16439.07,ssb,10
delta,trino,ssb_q45,103.0;14.0;36.0;20.0;256.0;237.0;280.0|1;1;0,18010.04,ssb,10
delta,trino,ssb_q36,103.0;14.0;36.0;20.0;256.0;237.0;280.0|1;1;0,17135.49,ssb,10
delta,trino,ssb_q32,103.0;14.0;36.0;20.0;256.0;237.0;280.0|1;1;0,15843.16,ssb,10
delta,trino,ssb_q42,103.0;14.0;36.0;20.0;256.0;237.0;280.0|1;1;0,16970.1,ssb,10
delta,trino,ssb_q23,103.0;14.0;36.0;20.0;256.0;237.0;280.0|1;1;0,18108.72,ssb,10
delta,trino,ssb_q38,103.0;14.0;36.0;20.0;256.0;237.0;280.0|1;1;0,16466.13,ssb,10
delta,trino,ssb_q39,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;1;0,11328.16,ssb,10
delta,trino,ssb_q30,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;1;0,10850.03,ssb,10
delta,trino,ssb_q35,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;1;0,11457.27,ssb,10
delta,trino,ssb_q46,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;1;0,10677.49,ssb,10
delta,trino,ssb_q11,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;1;0,10592.85,ssb,10
delta,trino,ssb_q22,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;1;0,10979.48,ssb,10
delta,trino,ssb_q15,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;1;0,11911.92,ssb,10
delta,trino,ssb_q41,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;1;0,11769.3,ssb,10
delta,trino,ssb_q31,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;1;0,10243.61,ssb,10
delta,trino,ssb_q27,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;1;0,11527.66,ssb,10
delta,trino,ssb_q45,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;1;0,10372.82,ssb,10
delta,trino,ssb_q29,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;1;0,12240.67,ssb,10
delta,trino,ssb_q4,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;1;0,11559.54,ssb,10
delta,trino,ssb_q42,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;1;0,11893.44,ssb,10
delta,trino,ssb_q19,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;1;0,11877.72,ssb,10
delta,trino,ssb_q48,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;1;0,12309.3,ssb,10
delta,trino,ssb_q39,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;0;0,8878.79,ssb,10
delta,trino,ssb_q33,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;0;0,8560.6,ssb,10
delta,trino,ssb_q46,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;0;0,9691.72,ssb,10
delta,trino,ssb_q3,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;0;0,8851.19,ssb,10
delta,trino,ssb_q19,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;0;0,9801.55,ssb,10
delta,trino,ssb_q41,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;0;0,8647.85,ssb,10
delta,trino,ssb_q29,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;0;0,10229.84,ssb,10
delta,trino,ssb_q4,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;0;0,9008.02,ssb,10
delta,trino,ssb_q22,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;0;0,10147.79,ssb,10
delta,trino,ssb_q48,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;0;0,9246.37,ssb,10
delta,trino,ssb_q35,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;0;0,10158.93,ssb,10
delta,trino,ssb_q11,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;0;0,9344.41,ssb,10
delta,trino,ssb_q15,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;0;0,8657.45,ssb,10
delta,trino,ssb_q27,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;0;0,9824.68,ssb,10
delta,trino,ssb_q45,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;0;0,9716.09,ssb,10
delta,trino,ssb_q36,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;0;0,9509.45,ssb,10
delta,trino,ssb_q32,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;0;0,8765.44,ssb,10
delta,trino,ssb_q42,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;0;0,8751.07,ssb,10
delta,trino,ssb_q30,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;0;0,9048.2,ssb,10
delta,trino,ssb_q38,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;0;0,9173.16,ssb,10
delta,trino,ssb_q39,103.0;14.0;20.0;36.0;256.0;237.0;280.0|1;0;1,5611.93,ssb,10
delta,trino,ssb_q46,103.0;14.0;20.0;36.0;256.0;237.0;280.0|1;0;1,5822.77,ssb,10
delta,trino,ssb_q31,103.0;14.0;20.0;36.0;256.0;237.0;280.0|1;0;1,5116.18,ssb,10
delta,trino,ssb_q3,103.0;14.0;20.0;36.0;256.0;237.0;280.0|1;0;1,5919.78,ssb,10
delta,trino,ssb_q41,103.0;14.0;20.0;36.0;256.0;237.0;280.0|1;0;1,5465.0,ssb,10
delta,trino,ssb_q29,103.0;14.0;20.0;36.0;256.0;237.0;280.0|1;0;1,5028.12,ssb,10
delta,trino,ssb_q4,103.0;14.0;20.0;36.0;256.0;237.0;280.0|1;0;1,5508.26,ssb,10
delta,trino,ssb_q16,103.0;14.0;20.0;36.0;256.0;237.0;280.0|1;0;1,5609.87,ssb,10
delta,trino,ssb_q22,103.0;14.0;20.0;36.0;256.0;237.0;280.0|1;0;1,5967.33,ssb,10
delta,trino,ssb_q25,103.0;14.0;20.0;36.0;256.0;237.0;280.0|1;0;1,6015.19,ssb,10
delta,trino,ssb_q17,103.0;14.0;20.0;36.0;256.0;237.0;280.0|1;0;1,5106.46,ssb,10
delta,trino,ssb_q48,103.0;14.0;20.0;36.0;256.0;237.0;280.0|1;0;1,5028.41,ssb,10
delta,trino,ssb_q30,103.0;14.0;20.0;36.0;256.0;237.0;280.0|1;0;1,5056.81,ssb,10
delta,trino,ssb_q35,103.0;14.0;20.0;36.0;256.0;237.0;280.0|1;0;1,5551.68,ssb,10
delta,trino,ssb_q11,103.0;14.0;20.0;36.0;256.0;237.0;280.0|1;0;1,5653.37,ssb,10
delta,trino,ssb_q45,103.0;14.0;20.0;36.0;256.0;237.0;280.0|1;0;1,4977.43,ssb,10
delta,trino,ssb_q36,103.0;14.0;20.0;36.0;256.0;237.0;280.0|1;0;1,4980.28,ssb,10
delta,trino,ssb_q42,103.0;14.0;20.0;36.0;256.0;237.0;280.0|1;0;1,5950.97,ssb,10
delta,trino,ssb_q23,103.0;14.0;20.0;36.0;256.0;237.0;280.0|1;0;1,5364.48,ssb,10
delta,trino,ssb_q38,103.0;14.0;20.0;36.0;256.0;237.0;280.0|1;0;1,5895.19,ssb,10
delta,trino,ssb_q39,60.0;17.0;17.0;28.0;16.0;103.0;156.0|0;0;1,6291.19,ssb,10
delta,trino,ssb_q33,60.0;17.0;17.0;28.0;16.0;103.0;156.0|0;0;1,6094.75,ssb,10
delta,trino,ssb_q46,60.0;17.0;17.0;28.0;16.0;103.0;156.0|0;0;1,5876.24,ssb,10
delta,trino,ssb_q31,60.0;17.0;17.0;28.0;16.0;103.0;156.0|0;0;1,6664.06,ssb,10
delta,trino,ssb_q18,60.0;17.0;17.0;28.0;16.0;103.0;156.0|0;0;1,6105.52,ssb,10
delta,trino,ssb_q41,60.0;17.0;17.0;28.0;16.0;103.0;156.0|0;0;1,6380.34,ssb,10
delta,trino,ssb_q29,60.0;17.0;17.0;28.0;16.0;103.0;156.0|0;0;1,6630.99,ssb,10
delta,trino,ssb_q4,60.0;17.0;17.0;28.0;16.0;103.0;156.0|0;0;1,5855.97,ssb,10
delta,trino,ssb_q37,60.0;17.0;17.0;28.0;16.0;103.0;156.0|0;0;1,6538.02,ssb,10
delta,trino,ssb_q22,60.0;17.0;17.0;28.0;16.0;103.0;156.0|0;0;1,5937.62,ssb,10
delta,trino,ssb_q25,60.0;17.0;17.0;28.0;16.0;103.0;156.0|0;0;1,5881.96,ssb,10
delta,trino,ssb_q17,60.0;17.0;17.0;28.0;16.0;103.0;156.0|0;0;1,5619.55,ssb,10
delta,trino,ssb_q48,60.0;17.0;17.0;28.0;16.0;103.0;156.0|0;0;1,6722.64,ssb,10
delta,trino,ssb_q34,60.0;17.0;17.0;28.0;16.0;103.0;156.0|0;0;1,6688.64,ssb,10
delta,trino,ssb_q26,60.0;17.0;17.0;28.0;16.0;103.0;156.0|0;0;1,6567.38,ssb,10
delta,trino,ssb_q35,60.0;17.0;17.0;28.0;16.0;103.0;156.0|0;0;1,6658.34,ssb,10
delta,trino,ssb_q11,60.0;17.0;17.0;28.0;16.0;103.0;156.0|0;0;1,5931.26,ssb,10
delta,trino,ssb_q45,60.0;17.0;17.0;28.0;16.0;103.0;156.0|0;0;1,6233.62,ssb,10
delta,trino,ssb_q27,60.0;17.0;17.0;28.0;16.0;103.0;156.0|0;0;1,6022.88,ssb,10
delta,trino,ssb_q36,60.0;17.0;17.0;28.0;16.0;103.0;156.0|0;0;1,6724.58,ssb,10
delta,trino,ssb_q32,60.0;17.0;17.0;28.0;16.0;103.0;156.0|0;0;1,5884.0,ssb,10
delta,trino,ssb_q42,60.0;17.0;17.0;28.0;16.0;103.0;156.0|0;0;1,6273.68,ssb,10
delta,trino,ssb_q30,60.0;17.0;17.0;28.0;16.0;103.0;156.0|0;0;1,5941.89,ssb,10
delta,trino,ssb_q38,60.0;17.0;17.0;28.0;16.0;103.0;156.0|0;0;1,6017.53,ssb,10
delta,trino,ssb_q39,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;1;1,14362.46,ssb,10
delta,trino,ssb_q33,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;1;1,15882.96,ssb,10
delta,trino,ssb_q46,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;1;1,14939.18,ssb,10
delta,trino,ssb_q31,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;1;1,14482.76,ssb,10
delta,trino,ssb_q28,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;1;1,15031.67,ssb,10
delta,trino,ssb_q18,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;1;1,14712.38,ssb,10
delta,trino,ssb_q3,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;1;1,14993.56,ssb,10
delta,trino,ssb_q19,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;1;1,13829.05,ssb,10
delta,trino,ssb_q41,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;1;1,15136.89,ssb,10
delta,trino,ssb_q29,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;1;1,14672.07,ssb,10
delta,trino,ssb_q4,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;1;1,14409.61,ssb,10
delta,trino,ssb_q37,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;1;1,14319.54,ssb,10
delta,trino,ssb_q16,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;1;1,16229.52,ssb,10
delta,trino,ssb_q22,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;1;1,16363.26,ssb,10
delta,trino,ssb_q25,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;1;1,13775.08,ssb,10
delta,trino,ssb_q2,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;1;1,16777.63,ssb,10
delta,trino,ssb_q14,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;1;1,14038.84,ssb,10
delta,trino,ssb_q48,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;1;1,14890.36,ssb,10
delta,trino,ssb_q34,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;1;1,14987.45,ssb,10
delta,trino,ssb_q26,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;1;1,15181.5,ssb,10
delta,trino,ssb_q30,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;1;1,16240.42,ssb,10
delta,trino,ssb_q35,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;1;1,15763.7,ssb,10
delta,trino,ssb_q11,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;1;1,15647.56,ssb,10
delta,trino,ssb_q15,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;1;1,16353.98,ssb,10
delta,trino,ssb_q27,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;1;1,15684.25,ssb,10
delta,trino,ssb_q45,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;1;1,15847.49,ssb,10
delta,trino,ssb_q36,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;1;1,15256.21,ssb,10
delta,trino,ssb_q32,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;1;1,15683.47,ssb,10
delta,trino,ssb_q42,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;1;1,16286.91,ssb,10
delta,trino,ssb_q23,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;1;1,14407.08,ssb,10
delta,trino,ssb_q38,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;1;1,13968.07,ssb,10
delta,trino,ssb_q33,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;0;0,9266.87,ssb,10
delta,trino,ssb_q46,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;0;0,8134.83,ssb,10
delta,trino,ssb_q31,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;0;0,9531.87,ssb,10
delta,trino,ssb_q19,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;0;0,8354.85,ssb,10
delta,trino,ssb_q41,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;0;0,9511.37,ssb,10
delta,trino,ssb_q29,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;0;0,8353.53,ssb,10
delta,trino,ssb_q37,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;0;0,8894.61,ssb,10
delta,trino,ssb_q22,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;0;0,9071.49,ssb,10
delta,trino,ssb_q48,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;0;0,8426.38,ssb,10
delta,trino,ssb_q26,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;0;0,8478.43,ssb,10
delta,trino,ssb_q35,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;0;0,7915.79,ssb,10
delta,trino,ssb_q11,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;0;0,7903.2,ssb,10
delta,trino,ssb_q15,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;0;0,8337.4,ssb,10
delta,trino,ssb_q27,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;0;0,9558.53,ssb,10
delta,trino,ssb_q45,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;0;0,9158.6,ssb,10
delta,trino,ssb_q36,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;0;0,8005.7,ssb,10
delta,trino,ssb_q32,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;0;0,8783.97,ssb,10
delta,trino,ssb_q42,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;0;0,7941.63,ssb,10
delta,trino,ssb_q30,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;0;0,9425.16,ssb,10
delta,trino,ssb_q39,60.0;17.0;28.0;17.0;16.0;103.0;156.0|0;0;0,9204.31,ssb,10
delta,trino,ssb_q33,60.0;17.0;28.0;17.0;16.0;103.0;156.0|0;0;0,8629.44,ssb,10
delta,trino,ssb_q46,60.0;17.0;28.0;17.0;16.0;103.0;156.0|0;0;0,8633.63,ssb,10
delta,trino,ssb_q31,60.0;17.0;28.0;17.0;16.0;103.0;156.0|0;0;0,8052.16,ssb,10
delta,trino,ssb_q28,60.0;17.0;28.0;17.0;16.0;103.0;156.0|0;0;0,8854.94,ssb,10
delta,trino,ssb_q3,60.0;17.0;28.0;17.0;16.0;103.0;156.0|0;0;0,8232.4,ssb,10
delta,trino,ssb_q19,60.0;17.0;28.0;17.0;16.0;103.0;156.0|0;0;0,8935.93,ssb,10
delta,trino,ssb_q41,60.0;17.0;28.0;17.0;16.0;103.0;156.0|0;0;0,7962.38,ssb,10
delta,trino,ssb_q29,60.0;17.0;28.0;17.0;16.0;103.0;156.0|0;0;0,9169.33,ssb,10
delta,trino,ssb_q22,60.0;17.0;28.0;17.0;16.0;103.0;156.0|0;0;0,7761.55,ssb,10
delta,trino,ssb_q25,60.0;17.0;28.0;17.0;16.0;103.0;156.0|0;0;0,7674.8,ssb,10
delta,trino,ssb_q48,60.0;17.0;28.0;17.0;16.0;103.0;156.0|0;0;0,8662.71,ssb,10
delta,trino,ssb_q26,60.0;17.0;28.0;17.0;16.0;103.0;156.0|0;0;0,8602.82,ssb,10
delta,trino,ssb_q35,60.0;17.0;28.0;17.0;16.0;103.0;156.0|0;0;0,9081.43,ssb,10
delta,trino,ssb_q11,60.0;17.0;28.0;17.0;16.0;103.0;156.0|0;0;0,8342.88,ssb,10
delta,trino,ssb_q15,60.0;17.0;28.0;17.0;16.0;103.0;156.0|0;0;0,9230.3,ssb,10
delta,trino,ssb_q45,60.0;17.0;28.0;17.0;16.0;103.0;156.0|0;0;0,9146.67,ssb,10
delta,trino,ssb_q36,60.0;17.0;28.0;17.0;16.0;103.0;156.0|0;0;0,8090.7,ssb,10
delta,trino,ssb_q42,60.0;17.0;28.0;17.0;16.0;103.0;156.0|0;0;0,8890.57,ssb,10
delta,trino,ssb_q30,60.0;17.0;28.0;17.0;16.0;103.0;156.0|0;0;0,9251.27,ssb,10
delta,trino,ssb_q33,30.0;15.0;15.0;11.0;128.0;33.0;106.0|1;1;1,9213.74,ssb,10
delta,trino,ssb_q46,30.0;15.0;15.0;11.0;128.0;33.0;106.0|1;1;1,9613.53,ssb,10
delta,trino,ssb_q3,30.0;15.0;15.0;11.0;128.0;33.0;106.0|1;1;1,8750.85,ssb,10
delta,trino,ssb_q19,30.0;15.0;15.0;11.0;128.0;33.0;106.0|1;1;1,9880.28,ssb,10
delta,trino,ssb_q41,30.0;15.0;15.0;11.0;128.0;33.0;106.0|1;1;1,8890.32,ssb,10
delta,trino,ssb_q29,30.0;15.0;15.0;11.0;128.0;33.0;106.0|1;1;1,10249.25,ssb,10
delta,trino,ssb_q4,30.0;15.0;15.0;11.0;128.0;33.0;106.0|1;1;1,9952.01,ssb,10
delta,trino,ssb_q37,30.0;15.0;15.0;11.0;128.0;33.0;106.0|1;1;1,9401.47,ssb,10
delta,trino,ssb_q22,30.0;15.0;15.0;11.0;128.0;33.0;106.0|1;1;1,10498.63,ssb,10
delta,trino,ssb_q48,30.0;15.0;15.0;11.0;128.0;33.0;106.0|1;1;1,8884.62,ssb,10
delta,trino,ssb_q34,30.0;15.0;15.0;11.0;128.0;33.0;106.0|1;1;1,9441.72,ssb,10
delta,trino,ssb_q26,30.0;15.0;15.0;11.0;128.0;33.0;106.0|1;1;1,9109.31,ssb,10
delta,trino,ssb_q35,30.0;15.0;15.0;11.0;128.0;33.0;106.0|1;1;1,9796.25,ssb,10
delta,trino,ssb_q11,30.0;15.0;15.0;11.0;128.0;33.0;106.0|1;1;1,10121.03,ssb,10
delta,trino,ssb_q15,30.0;15.0;15.0;11.0;128.0;33.0;106.0|1;1;1,8993.55,ssb,10
delta,trino,ssb_q45,30.0;15.0;15.0;11.0;128.0;33.0;106.0|1;1;1,9172.35,ssb,10
delta,trino,ssb_q32,30.0;15.0;15.0;11.0;128.0;33.0;106.0|1;1;1,10538.26,ssb,10
delta,trino,ssb_q23,30.0;15.0;15.0;11.0;128.0;33.0;106.0|1;1;1,9456.88,ssb,10
delta,trino,ssb_q42,30.0;15.0;15.0;11.0;128.0;33.0;106.0|1;1;1,9315.35,ssb,10
delta,trino,ssb_q30,30.0;15.0;15.0;11.0;128.0;33.0;106.0|1;1;1,10628.03,ssb,10
delta,trino,ssb_q38,30.0;15.0;15.0;11.0;128.0;33.0;106.0|1;1;1,8960.09,ssb,10
delta,trino,ssb_q30,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,7739.53,ssb,10
delta,trino,ssb_q46,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,7446.79,ssb,10
delta,trino,ssb_q11,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,8037.28,ssb,10
delta,trino,ssb_q22,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,7076.72,ssb,10
delta,trino,ssb_q15,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,8398.14,ssb,10
delta,trino,ssb_q41,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,8215.02,ssb,10
delta,trino,ssb_q27,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,7823.96,ssb,10
delta,trino,ssb_q45,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,7978.3,ssb,10
delta,trino,ssb_q38,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,8392.4,ssb,10
delta,trino,ssb_q29,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,8031.88,ssb,10
delta,trino,ssb_q32,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,7107.77,ssb,10
delta,trino,ssb_q42,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,8071.77,ssb,10
delta,trino,ssb_q19,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,8287.47,ssb,10
delta,trino,ssb_q48,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,7217.93,ssb,10
delta,trino,ssb_q39,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;1;1,16295.04,ssb,10
delta,trino,ssb_q33,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;1;1,14914.29,ssb,10
delta,trino,ssb_q46,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;1;1,16256.2,ssb,10
delta,trino,ssb_q31,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;1;1,15914.75,ssb,10
delta,trino,ssb_q28,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;1;1,13961.09,ssb,10
delta,trino,ssb_q18,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;1;1,14261.26,ssb,10
delta,trino,ssb_q3,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;1;1,16415.62,ssb,10
delta,trino,ssb_q19,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;1;1,15604.49,ssb,10
delta,trino,ssb_q41,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;1;1,14134.48,ssb,10
delta,trino,ssb_q29,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;1;1,14721.94,ssb,10
delta,trino,ssb_q4,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;1;1,14874.43,ssb,10
delta,trino,ssb_q37,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;1;1,15346.84,ssb,10
delta,trino,ssb_q22,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;1;1,15113.9,ssb,10
delta,trino,ssb_q25,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;1;1,14830.67,ssb,10
delta,trino,ssb_q2,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;1;1,15684.21,ssb,10
delta,trino,ssb_q17,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;1;1,15354.61,ssb,10
delta,trino,ssb_q48,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;1;1,13643.88,ssb,10
delta,trino,ssb_q34,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;1;1,15497.12,ssb,10
delta,trino,ssb_q26,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;1;1,13878.48,ssb,10
delta,trino,ssb_q30,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;1;1,15049.71,ssb,10
delta,trino,ssb_q35,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;1;1,15475.23,ssb,10
delta,trino,ssb_q11,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;1;1,16391.4,ssb,10
delta,trino,ssb_q15,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;1;1,14072.06,ssb,10
delta,trino,ssb_q27,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;1;1,14311.35,ssb,10
