datalake,engine,query name,conf,latency,benchmark,sf
delta,spark,query39_b,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=512m,4182.69,tpcds,100
delta,spark,query41,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=512m,4131.53,tpcds,100
delta,spark,query43,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=512m,7120.68,tpcds,100
delta,spark,query44,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=512m,5138.85,tpcds,100
delta,spark,query46,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=512m,3710.89,tpcds,100
delta,spark,query47,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=512m,9109.61,tpcds,100
delta,spark,query48,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=512m,5731.52,tpcds,100
delta,spark,query49,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=512m,5850.92,tpcds,100
delta,spark,query51,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=512m,3335.53,tpcds,100
delta,spark,query52,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=512m,5376.86,tpcds,100
delta,spark,query53,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=512m,5265.89,tpcds,100
delta,spark,query55,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=512m,4492.67,tpcds,100
delta,spark,query56,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=512m,3033.66,tpcds,100
delta,spark,query58,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=512m,9512.36,tpcds,100
delta,spark,query59,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=512m,6939.0,tpcds,100
delta,spark,query6,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=512m,4295.85,tpcds,100
delta,spark,query61,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=512m,3089.39,tpcds,100
delta,spark,query63,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=512m,6472.15,tpcds,100
delta,spark,query64,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=512m,8037.47,tpcds,100
delta,spark,query66,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=512m,8104.58,tpcds,100
delta,spark,query67,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=512m,4054.11,tpcds,100
delta,spark,query69,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=512m,8158.37,tpcds,100
delta,spark,query70,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=512m,7043.76,tpcds,100
delta,spark,query71,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=512m,8988.46,tpcds,100
delta,spark,query72,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=512m,6913.46,tpcds,100
delta,spark,query75,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=512m,3766.31,tpcds,100
delta,spark,query79,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=512m,6356.75,tpcds,100
delta,spark,query8,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=512m,4961.39,tpcds,100
delta,spark,query84,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=512m,6006.9,tpcds,100
delta,spark,query86,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=512m,5680.18,tpcds,100
delta,spark,query89,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=512m,5907.75,tpcds,100
delta,spark,query9,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=512m,6517.38,tpcds,100
delta,spark,query90,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=512m,6939.72,tpcds,100
delta,spark,query91,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=512m,3537.77,tpcds,100
delta,spark,query93,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=512m,4277.92,tpcds,100
delta,spark,query96,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=512m,7512.49,tpcds,100
delta,spark,query10,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=256m,6970.81,tpcds,100
delta,spark,query11,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=256m,16298.09,tpcds,100
delta,spark,query13,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=256m,3726.2,tpcds,100
delta,spark,query14_a,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=256m,10734.02,tpcds,100
delta,spark,query14_b,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=256m,4628.58,tpcds,100
delta,spark,query15,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=256m,7212.64,tpcds,100
delta,spark,query18,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=256m,7162.16,tpcds,100
delta,spark,query19,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=256m,9994.78,tpcds,100
delta,spark,query23_a,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=256m,2235.91,tpcds,100
delta,spark,query24_b,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=256m,12310.84,tpcds,100
delta,spark,query26,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=256m,4828.75,tpcds,100
delta,spark,query27,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=256m,4792.95,tpcds,100
delta,spark,query28,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=256m,2891.91,tpcds,100
delta,spark,query29,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=256m,4703.12,tpcds,100
delta,spark,query3,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=256m,8383.42,tpcds,100
delta,spark,query33,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=256m,5070.39,tpcds,100
delta,spark,query34,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=256m,3038.11,tpcds,100
delta,spark,query36,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=256m,2443.62,tpcds,100
delta,spark,query38,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=256m,4401.67,tpcds,100
delta,spark,query39_a,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=256m,3225.97,tpcds,100
delta,spark,query39_b,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=256m,11046.82,tpcds,100
delta,spark,query41,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=256m,7692.05,tpcds,100
delta,spark,query43,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=256m,7179.57,tpcds,100
delta,spark,query44,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=256m,6462.09,tpcds,100
delta,spark,query46,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=256m,7622.21,tpcds,100
delta,spark,query47,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=256m,2352.7,tpcds,100
delta,spark,query48,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=256m,5939.26,tpcds,100
delta,spark,query49,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=256m,2444.73,tpcds,100
delta,spark,query51,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=256m,15238.1,tpcds,100
delta,spark,query52,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=256m,7568.5,tpcds,100
delta,spark,query53,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=256m,17285.01,tpcds,100
delta,spark,query55,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=256m,17156.55,tpcds,100
delta,spark,query56,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=256m,15859.63,tpcds,100
delta,spark,query58,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=256m,3458.54,tpcds,100
delta,spark,query59,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=256m,5916.22,tpcds,100
delta,spark,query6,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=256m,12898.55,tpcds,100
delta,spark,query61,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=256m,14026.52,tpcds,100
delta,spark,query63,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=256m,15253.24,tpcds,100
delta,spark,query64,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=256m,2265.23,tpcds,100
delta,spark,query66,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=256m,2754.16,tpcds,100
delta,spark,query67,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=256m,17172.38,tpcds,100
delta,spark,query69,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=256m,2968.91,tpcds,100
delta,spark,query70,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=256m,2090.35,tpcds,100
delta,spark,query71,spark.executor.memory=6g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=256m,2411.97,tpcds,100
