datalake,engine,query name,conf,latency,benchmark,sf
delta,spark,ssb_flat_q_26,72.0;21.0;17.0;72.0;21.0;17.0|0;0;1,3229.99,ssb-flat,10
delta,spark,ssb_flat_q_05,72.0;21.0;17.0;72.0;21.0;17.0|0;0;1,3163.05,ssb-flat,10
delta,spark,ssb_flat_q_11,72.0;21.0;17.0;72.0;21.0;17.0|0;0;1,2989.7,ssb-flat,10
delta,spark,ssb_flat_q_14,72.0;21.0;17.0;72.0;21.0;17.0|0;0;1,3035.11,ssb-flat,10
delta,spark,ssb_flat_queries,72.0;21.0;17.0;72.0;21.0;17.0|0;0;1,2771.96,ssb-flat,10
delta,spark,ssb_flat_q_18,72.0;21.0;17.0;72.0;21.0;17.0|0;0;1,3224.29,ssb-flat,10
delta,spark,ssb_flat_q_17,72.0;21.0;17.0;72.0;21.0;17.0|0;0;1,2762.37,ssb-flat,10
delta,spark,ssb_flat_q_02,72.0;21.0;17.0;72.0;21.0;17.0|0;0;1,3025.77,ssb-flat,10
delta,spark,ssb_flat_q_15,72.0;21.0;17.0;72.0;21.0;17.0|0;0;1,3264.88,ssb-flat,10
delta,spark,ssb_flat_q_22,72.0;21.0;17.0;72.0;21.0;17.0|0;0;1,3035.22,ssb-flat,10
delta,spark,ssb_flat_q_24,72.0;21.0;17.0;72.0;21.0;17.0|0;0;1,2840.18,ssb-flat,10
delta,spark,ssb_flat_q_13,72.0;21.0;17.0;72.0;21.0;17.0|0;0;1,3178.05,ssb-flat,10
delta,spark,ssb_flat_q_16,72.0;21.0;17.0;72.0;21.0;17.0|0;0;1,2884.84,ssb-flat,10
delta,spark,ssb_flat_q_19,72.0;21.0;17.0;72.0;21.0;17.0|0;0;1,2704.03,ssb-flat,10
delta,spark,ssb_flat_q_04,72.0;21.0;17.0;72.0;21.0;17.0|0;0;1,2963.11,ssb-flat,10
delta,spark,ssb_flat_q_25,72.0;21.0;17.0;72.0;21.0;17.0|0;0;1,3057.06,ssb-flat,10
delta,spark,ssb_flat_q_20,72.0;21.0;17.0;72.0;21.0;17.0|0;0;1,2902.24,ssb-flat,10
delta,spark,ssb_flat_q_23,72.0;21.0;17.0;72.0;21.0;17.0|0;0;1,3075.38,ssb-flat,10
delta,spark,ssb_flat_q_09,72.0;21.0;17.0;72.0;21.0;17.0|0;0;1,2744.27,ssb-flat,10
delta,spark,ssb_flat_q_12,72.0;21.0;17.0;72.0;21.0;17.0|0;0;1,2966.92,ssb-flat,10
delta,spark,ssb_flat_q_08,72.0;21.0;17.0;72.0;21.0;17.0|0;0;1,3210.69,ssb-flat,10
delta,spark,ssb_flat_q_03,72.0;21.0;17.0;72.0;21.0;17.0|0;0;1,3035.8,ssb-flat,10
delta,spark,ssb_flat_q_06,72.0;21.0;17.0;72.0;21.0;17.0|0;0;1,3091.34,ssb-flat,10
delta,spark,ssb_flat_q_10,72.0;21.0;17.0;72.0;21.0;17.0|0;0;1,3115.52,ssb-flat,10
delta,spark,ssb_flat_q_26,72.0;21.0;17.0;32.0;25.0;290.0|0;0;1,2306.81,ssb-flat,10
delta,spark,ssb_flat_q_05,72.0;21.0;17.0;32.0;25.0;290.0|0;0;1,2243.54,ssb-flat,10
delta,spark,ssb_flat_q_11,72.0;21.0;17.0;32.0;25.0;290.0|0;0;1,2555.4,ssb-flat,10
delta,spark,ssb_flat_q_14,72.0;21.0;17.0;32.0;25.0;290.0|0;0;1,2145.15,ssb-flat,10
delta,spark,ssb_flat_queries,72.0;21.0;17.0;32.0;25.0;290.0|0;0;1,2249.39,ssb-flat,10
delta,spark,ssb_flat_q_18,72.0;21.0;17.0;32.0;25.0;290.0|0;0;1,2401.28,ssb-flat,10
delta,spark,ssb_flat_q_17,72.0;21.0;17.0;32.0;25.0;290.0|0;0;1,2560.34,ssb-flat,10
delta,spark,ssb_flat_q_02,72.0;21.0;17.0;32.0;25.0;290.0|0;0;1,2585.64,ssb-flat,10
delta,spark,ssb_flat_q_15,72.0;21.0;17.0;32.0;25.0;290.0|0;0;1,2319.58,ssb-flat,10
delta,spark,ssb_flat_q_22,72.0;21.0;17.0;32.0;25.0;290.0|0;0;1,2372.21,ssb-flat,10
delta,spark,ssb_flat_q_21,72.0;21.0;17.0;32.0;25.0;290.0|0;0;1,2287.78,ssb-flat,10
delta,spark,ssb_flat_q_24,72.0;21.0;17.0;32.0;25.0;290.0|0;0;1,2254.28,ssb-flat,10
delta,spark,ssb_flat_q_13,72.0;21.0;17.0;32.0;25.0;290.0|0;0;1,2252.0,ssb-flat,10
delta,spark,ssb_flat_q_27,72.0;21.0;17.0;32.0;25.0;290.0|0;0;1,2432.72,ssb-flat,10
delta,spark,ssb_flat_q_16,72.0;21.0;17.0;32.0;25.0;290.0|0;0;1,2506.26,ssb-flat,10
delta,spark,ssb_flat_q_19,72.0;21.0;17.0;32.0;25.0;290.0|0;0;1,2520.37,ssb-flat,10
delta,spark,ssb_flat_q_04,72.0;21.0;17.0;32.0;25.0;290.0|0;0;1,2282.16,ssb-flat,10
delta,spark,ssb_flat_q_25,72.0;21.0;17.0;32.0;25.0;290.0|0;0;1,2202.09,ssb-flat,10
delta,spark,ssb_flat_q_07,72.0;21.0;17.0;32.0;25.0;290.0|0;0;1,2281.85,ssb-flat,10
delta,spark,ssb_flat_q_20,72.0;21.0;17.0;32.0;25.0;290.0|0;0;1,2319.08,ssb-flat,10
delta,spark,ssb_flat_q_23,72.0;21.0;17.0;32.0;25.0;290.0|0;0;1,2225.85,ssb-flat,10
delta,spark,ssb_flat_q_09,72.0;21.0;17.0;32.0;25.0;290.0|0;0;1,2537.87,ssb-flat,10
delta,spark,ssb_flat_q_12,72.0;21.0;17.0;32.0;25.0;290.0|0;0;1,2354.05,ssb-flat,10
delta,spark,ssb_flat_q_08,72.0;21.0;17.0;32.0;25.0;290.0|0;0;1,2245.94,ssb-flat,10
delta,spark,ssb_flat_q_03,72.0;21.0;17.0;32.0;25.0;290.0|0;0;1,2571.76,ssb-flat,10
delta,spark,ssb_flat_q_06,72.0;21.0;17.0;32.0;25.0;290.0|0;0;1,2148.29,ssb-flat,10
delta,spark,ssb_flat_q_10,72.0;21.0;17.0;32.0;25.0;290.0|0;0;1,2473.09,ssb-flat,10
delta,spark,ssb_flat_q_26,132.0;27.0;27.0;8.0;12.0;553.0|0;0;1,2903.54,ssb-flat,10
delta,spark,ssb_flat_q_05,132.0;27.0;27.0;8.0;12.0;553.0|0;0;1,2798.09,ssb-flat,10
delta,spark,ssb_flat_queries,132.0;27.0;27.0;8.0;12.0;553.0|0;0;1,3143.98,ssb-flat,10
delta,spark,ssb_flat_q_18,132.0;27.0;27.0;8.0;12.0;553.0|0;0;1,3231.95,ssb-flat,10
delta,spark,ssb_flat_q_17,132.0;27.0;27.0;8.0;12.0;553.0|0;0;1,2830.02,ssb-flat,10
delta,spark,ssb_flat_q_15,132.0;27.0;27.0;8.0;12.0;553.0|0;0;1,2910.84,ssb-flat,10
delta,spark,ssb_flat_q_22,132.0;27.0;27.0;8.0;12.0;553.0|0;0;1,3134.59,ssb-flat,10
delta,spark,ssb_flat_q_21,132.0;27.0;27.0;8.0;12.0;553.0|0;0;1,2960.46,ssb-flat,10
delta,spark,ssb_flat_q_24,132.0;27.0;27.0;8.0;12.0;553.0|0;0;1,3190.98,ssb-flat,10
delta,spark,ssb_flat_q_01,132.0;27.0;27.0;8.0;12.0;553.0|0;0;1,3243.5,ssb-flat,10
delta,spark,ssb_flat_q_13,132.0;27.0;27.0;8.0;12.0;553.0|0;0;1,3335.11,ssb-flat,10
delta,spark,ssb_flat_q_27,132.0;27.0;27.0;8.0;12.0;553.0|0;0;1,3290.73,ssb-flat,10
delta,spark,ssb_flat_q_19,132.0;27.0;27.0;8.0;12.0;553.0|0;0;1,3123.17,ssb-flat,10
delta,spark,ssb_flat_q_04,132.0;27.0;27.0;8.0;12.0;553.0|0;0;1,3229.05,ssb-flat,10
delta,spark,ssb_flat_q_07,132.0;27.0;27.0;8.0;12.0;553.0|0;0;1,3226.8,ssb-flat,10
delta,spark,ssb_flat_q_20,132.0;27.0;27.0;8.0;12.0;553.0|0;0;1,3098.57,ssb-flat,10
delta,spark,ssb_flat_q_23,132.0;27.0;27.0;8.0;12.0;553.0|0;0;1,2745.07,ssb-flat,10
delta,spark,ssb_flat_q_12,132.0;27.0;27.0;8.0;12.0;553.0|0;0;1,2740.17,ssb-flat,10
delta,spark,ssb_flat_q_08,132.0;27.0;27.0;8.0;12.0;553.0|0;0;1,2792.42,ssb-flat,10
delta,spark,ssb_flat_q_03,132.0;27.0;27.0;8.0;12.0;553.0|0;0;1,3095.34,ssb-flat,10
delta,spark,ssb_flat_q_06,132.0;27.0;27.0;8.0;12.0;553.0|0;0;1,2819.45,ssb-flat,10
delta,spark,ssb_flat_q_10,132.0;27.0;27.0;8.0;12.0;553.0|0;0;1,3034.76,ssb-flat,10
delta,spark,ssb_flat_q_26,64.0;18.0;26.0;64.0;18.0;26.0|1;0;1,3744.92,ssb-flat,10
delta,spark,ssb_flat_q_05,64.0;18.0;26.0;64.0;18.0;26.0|1;0;1,3300.06,ssb-flat,10
delta,spark,ssb_flat_q_11,64.0;18.0;26.0;64.0;18.0;26.0|1;0;1,3581.82,ssb-flat,10
delta,spark,ssb_flat_q_22,64.0;18.0;26.0;64.0;18.0;26.0|1;0;1,3697.66,ssb-flat,10
delta,spark,ssb_flat_q_21,64.0;18.0;26.0;64.0;18.0;26.0|1;0;1,3296.91,ssb-flat,10
delta,spark,ssb_flat_q_27,64.0;18.0;26.0;64.0;18.0;26.0|1;0;1,3503.93,ssb-flat,10
delta,spark,ssb_flat_q_23,64.0;18.0;26.0;64.0;18.0;26.0|1;0;1,3525.21,ssb-flat,10
delta,spark,ssb_flat_q_08,64.0;18.0;26.0;64.0;18.0;26.0|1;0;1,3526.29,ssb-flat,10
delta,spark,ssb_flat_q_06,64.0;18.0;26.0;64.0;18.0;26.0|1;0;1,3396.36,ssb-flat,10
delta,spark,ssb_flat_queries,64.0;18.0;26.0;64.0;18.0;26.0|1;0;1,3258.7,ssb-flat,10
delta,spark,ssb_flat_q_18,64.0;18.0;26.0;64.0;18.0;26.0|1;0;1,3253.53,ssb-flat,10
delta,spark,ssb_flat_q_24,64.0;18.0;26.0;64.0;18.0;26.0|1;0;1,3413.79,ssb-flat,10
delta,spark,ssb_flat_q_01,64.0;18.0;26.0;64.0;18.0;26.0|1;0;1,3721.81,ssb-flat,10
delta,spark,ssb_flat_q_13,64.0;18.0;26.0;64.0;18.0;26.0|1;0;1,3685.94,ssb-flat,10
delta,spark,ssb_flat_q_04,64.0;18.0;26.0;64.0;18.0;26.0|1;0;1,3567.33,ssb-flat,10
delta,spark,ssb_flat_q_25,64.0;18.0;26.0;64.0;18.0;26.0|1;0;1,3775.73,ssb-flat,10
delta,spark,ssb_flat_q_07,64.0;18.0;26.0;64.0;18.0;26.0|1;0;1,3553.78,ssb-flat,10
delta,spark,ssb_flat_q_20,64.0;18.0;26.0;64.0;18.0;26.0|1;0;1,3490.28,ssb-flat,10
delta,spark,ssb_flat_q_12,64.0;18.0;26.0;64.0;18.0;26.0|1;0;1,3409.86,ssb-flat,10
delta,spark,ssb_flat_q_10,64.0;18.0;26.0;64.0;18.0;26.0|1;0;1,3494.84,ssb-flat,10
delta,spark,ssb_flat_q_26,72.0;21.0;17.0;32.0;25.0;290.0|1;1;1,3296.72,ssb-flat,10
delta,spark,ssb_flat_q_05,72.0;21.0;17.0;32.0;25.0;290.0|1;1;1,3353.61,ssb-flat,10
delta,spark,ssb_flat_q_11,72.0;21.0;17.0;32.0;25.0;290.0|1;1;1,3646.41,ssb-flat,10
delta,spark,ssb_flat_q_14,72.0;21.0;17.0;32.0;25.0;290.0|1;1;1,3427.93,ssb-flat,10
delta,spark,ssb_flat_queries,72.0;21.0;17.0;32.0;25.0;290.0|1;1;1,3245.22,ssb-flat,10
delta,spark,ssb_flat_q_18,72.0;21.0;17.0;32.0;25.0;290.0|1;1;1,3236.17,ssb-flat,10
delta,spark,ssb_flat_q_17,72.0;21.0;17.0;32.0;25.0;290.0|1;1;1,3502.64,ssb-flat,10
delta,spark,ssb_flat_q_15,72.0;21.0;17.0;32.0;25.0;290.0|1;1;1,3623.38,ssb-flat,10
delta,spark,ssb_flat_q_22,72.0;21.0;17.0;32.0;25.0;290.0|1;1;1,3448.92,ssb-flat,10
delta,spark,ssb_flat_q_21,72.0;21.0;17.0;32.0;25.0;290.0|1;1;1,3773.04,ssb-flat,10
delta,spark,ssb_flat_q_24,72.0;21.0;17.0;32.0;25.0;290.0|1;1;1,3399.4,ssb-flat,10
delta,spark,ssb_flat_q_01,72.0;21.0;17.0;32.0;25.0;290.0|1;1;1,3169.43,ssb-flat,10
delta,spark,ssb_flat_q_13,72.0;21.0;17.0;32.0;25.0;290.0|1;1;1,3468.93,ssb-flat,10
delta,spark,ssb_flat_q_16,72.0;21.0;17.0;32.0;25.0;290.0|1;1;1,3674.35,ssb-flat,10
delta,spark,ssb_flat_q_19,72.0;21.0;17.0;32.0;25.0;290.0|1;1;1,3757.63,ssb-flat,10
delta,spark,ssb_flat_q_04,72.0;21.0;17.0;32.0;25.0;290.0|1;1;1,3531.67,ssb-flat,10
delta,spark,ssb_flat_q_25,72.0;21.0;17.0;32.0;25.0;290.0|1;1;1,3530.55,ssb-flat,10
delta,spark,ssb_flat_q_07,72.0;21.0;17.0;32.0;25.0;290.0|1;1;1,3766.07,ssb-flat,10
delta,spark,ssb_flat_q_20,72.0;21.0;17.0;32.0;25.0;290.0|1;1;1,3193.66,ssb-flat,10
delta,spark,ssb_flat_q_23,72.0;21.0;17.0;32.0;25.0;290.0|1;1;1,3237.42,ssb-flat,10
delta,spark,ssb_flat_q_09,72.0;21.0;17.0;32.0;25.0;290.0|1;1;1,3205.23,ssb-flat,10
delta,spark,ssb_flat_q_12,72.0;21.0;17.0;32.0;25.0;290.0|1;1;1,3287.71,ssb-flat,10
delta,spark,ssb_flat_q_08,72.0;21.0;17.0;32.0;25.0;290.0|1;1;1,3516.18,ssb-flat,10
delta,spark,ssb_flat_q_06,72.0;21.0;17.0;32.0;25.0;290.0|1;1;1,3386.73,ssb-flat,10
delta,spark,ssb_flat_q_10,72.0;21.0;17.0;32.0;25.0;290.0|1;1;1,3337.17,ssb-flat,10
delta,spark,ssb_flat_q_01,64.0;18.0;26.0;64.0;116.0;549.0|0;1;0,1665.89,ssb-flat,10
delta,spark,ssb_flat_q_27,64.0;18.0;26.0;64.0;116.0;549.0|0;1;0,1772.98,ssb-flat,10
delta,spark,ssb_flat_q_16,64.0;18.0;26.0;64.0;116.0;549.0|0;1;0,1691.68,ssb-flat,10
delta,spark,ssb_flat_q_11,64.0;18.0;26.0;64.0;116.0;549.0|0;1;0,1789.57,ssb-flat,10
delta,spark,ssb_flat_queries,64.0;18.0;26.0;64.0;116.0;549.0|0;1;0,1504.93,ssb-flat,10
delta,spark,ssb_flat_q_19,64.0;18.0;26.0;64.0;116.0;549.0|0;1;0,1588.86,ssb-flat,10
delta,spark,ssb_flat_q_18,64.0;18.0;26.0;64.0;116.0;549.0|0;1;0,1654.5,ssb-flat,10
delta,spark,ssb_flat_q_17,64.0;18.0;26.0;64.0;116.0;549.0|0;1;0,1686.16,ssb-flat,10
delta,spark,ssb_flat_q_20,64.0;18.0;26.0;64.0;116.0;549.0|0;1;0,1618.84,ssb-flat,10
delta,spark,ssb_flat_q_02,64.0;18.0;26.0;64.0;116.0;549.0|0;1;0,1629.78,ssb-flat,10
delta,spark,ssb_flat_q_15,64.0;18.0;26.0;64.0;116.0;549.0|0;1;0,1668.53,ssb-flat,10
delta,spark,ssb_flat_q_23,64.0;18.0;26.0;64.0;116.0;549.0|0;1;0,1613.89,ssb-flat,10
delta,spark,ssb_flat_q_08,64.0;18.0;26.0;64.0;116.0;549.0|0;1;0,1608.05,ssb-flat,10
delta,spark,ssb_flat_q_22,64.0;18.0;26.0;64.0;116.0;549.0|0;1;0,1707.59,ssb-flat,10
delta,spark,ssb_flat_q_03,64.0;18.0;26.0;64.0;116.0;549.0|0;1;0,1683.54,ssb-flat,10
delta,spark,ssb_flat_q_24,64.0;18.0;26.0;64.0;116.0;549.0|0;1;0,1589.87,ssb-flat,10
delta,spark,ssb_flat_q_26,8.0;12.0;553.0;132.0;27.0;27.0|1;0;1,2563.23,ssb-flat,10
delta,spark,ssb_flat_q_02,8.0;12.0;553.0;132.0;27.0;27.0|1;0;1,2733.08,ssb-flat,10
delta,spark,ssb_flat_q_16,8.0;12.0;553.0;132.0;27.0;27.0|1;0;1,2662.14,ssb-flat,10
delta,spark,ssb_flat_q_23,8.0;12.0;553.0;132.0;27.0;27.0|1;0;1,2609.99,ssb-flat,10
delta,spark,ssb_flat_q_08,8.0;12.0;553.0;132.0;27.0;27.0|1;0;1,2607.66,ssb-flat,10
delta,spark,ssb_flat_q_06,8.0;12.0;553.0;132.0;27.0;27.0|1;0;1,2558.36,ssb-flat,10
delta,spark,ssb_flat_q_14,8.0;12.0;553.0;132.0;27.0;27.0|1;0;1,2845.0,ssb-flat,10
delta,spark,ssb_flat_queries,8.0;12.0;553.0;132.0;27.0;27.0|1;0;1,2765.65,ssb-flat,10
delta,spark,ssb_flat_q_18,8.0;12.0;553.0;132.0;27.0;27.0|1;0;1,2448.99,ssb-flat,10
delta,spark,ssb_flat_q_15,8.0;12.0;553.0;132.0;27.0;27.0|1;0;1,2517.99,ssb-flat,10
delta,spark,ssb_flat_q_24,8.0;12.0;553.0;132.0;27.0;27.0|1;0;1,2388.54,ssb-flat,10
delta,spark,ssb_flat_q_01,8.0;12.0;553.0;132.0;27.0;27.0|1;0;1,2407.72,ssb-flat,10
delta,spark,ssb_flat_q_19,8.0;12.0;553.0;132.0;27.0;27.0|1;0;1,2731.32,ssb-flat,10
delta,spark,ssb_flat_q_04,8.0;12.0;553.0;132.0;27.0;27.0|1;0;1,2434.84,ssb-flat,10
delta,spark,ssb_flat_q_25,8.0;12.0;553.0;132.0;27.0;27.0|1;0;1,2686.48,ssb-flat,10
delta,spark,ssb_flat_q_07,8.0;12.0;553.0;132.0;27.0;27.0|1;0;1,2828.33,ssb-flat,10
delta,spark,ssb_flat_q_20,8.0;12.0;553.0;132.0;27.0;27.0|1;0;1,2378.01,ssb-flat,10
delta,spark,ssb_flat_q_09,8.0;12.0;553.0;132.0;27.0;27.0|1;0;1,2411.72,ssb-flat,10
delta,spark,ssb_flat_q_12,8.0;12.0;553.0;132.0;27.0;27.0|1;0;1,2378.15,ssb-flat,10
delta,spark,ssb_flat_q_03,8.0;12.0;553.0;132.0;27.0;27.0|1;0;1,2590.88,ssb-flat,10
delta,spark,ssb_flat_q_10,8.0;12.0;553.0;132.0;27.0;27.0|1;0;1,2676.6,ssb-flat,10
delta,spark,ssb_flat_q_01,132.0;27.0;27.0;132.0;27.0;27.0|0;1;0,3177.62,ssb-flat,10
delta,spark,ssb_flat_q_13,132.0;27.0;27.0;132.0;27.0;27.0|0;1;0,2794.84,ssb-flat,10
delta,spark,ssb_flat_q_05,132.0;27.0;27.0;132.0;27.0;27.0|0;1;0,2751.5,ssb-flat,10
delta,spark,ssb_flat_q_27,132.0;27.0;27.0;132.0;27.0;27.0|0;1;0,3138.78,ssb-flat,10
delta,spark,ssb_flat_q_11,132.0;27.0;27.0;132.0;27.0;27.0|0;1;0,2967.38,ssb-flat,10
delta,spark,ssb_flat_q_16,132.0;27.0;27.0;132.0;27.0;27.0|0;1;0,3157.67,ssb-flat,10
delta,spark,ssb_flat_q_14,132.0;27.0;27.0;132.0;27.0;27.0|0;1;0,2717.93,ssb-flat,10
delta,spark,ssb_flat_q_04,132.0;27.0;27.0;132.0;27.0;27.0|0;1;0,2872.57,ssb-flat,10
delta,spark,ssb_flat_q_17,132.0;27.0;27.0;132.0;27.0;27.0|0;1;0,2845.76,ssb-flat,10
delta,spark,ssb_flat_q_07,132.0;27.0;27.0;132.0;27.0;27.0|0;1;0,2804.87,ssb-flat,10
delta,spark,ssb_flat_q_02,132.0;27.0;27.0;132.0;27.0;27.0|0;1;0,3002.57,ssb-flat,10
delta,spark,ssb_flat_q_15,132.0;27.0;27.0;132.0;27.0;27.0|0;1;0,2774.95,ssb-flat,10
delta,spark,ssb_flat_q_09,132.0;27.0;27.0;132.0;27.0;27.0|0;1;0,3270.13,ssb-flat,10
delta,spark,ssb_flat_q_12,132.0;27.0;27.0;132.0;27.0;27.0|0;1;0,3289.2,ssb-flat,10
delta,spark,ssb_flat_q_03,132.0;27.0;27.0;132.0;27.0;27.0|0;1;0,3095.56,ssb-flat,10
delta,spark,ssb_flat_q_21,132.0;27.0;27.0;132.0;27.0;27.0|0;1;0,3020.36,ssb-flat,10
delta,spark,ssb_flat_q_10,132.0;27.0;27.0;132.0;27.0;27.0|0;1;0,2907.81,ssb-flat,10
delta,spark,ssb_flat_q_26,132.0;27.0;27.0;8.0;12.0;553.0|1;0;1,17752.8,ssb-flat,10
delta,spark,ssb_flat_q_05,132.0;27.0;27.0;8.0;12.0;553.0|1;0;1,17955.24,ssb-flat,10
delta,spark,ssb_flat_q_11,132.0;27.0;27.0;8.0;12.0;553.0|1;0;1,16876.71,ssb-flat,10
delta,spark,ssb_flat_q_14,132.0;27.0;27.0;8.0;12.0;553.0|1;0;1,16516.24,ssb-flat,10
delta,spark,ssb_flat_queries,132.0;27.0;27.0;8.0;12.0;553.0|1;0;1,18683.08,ssb-flat,10
delta,spark,ssb_flat_q_18,132.0;27.0;27.0;8.0;12.0;553.0|1;0;1,19560.66,ssb-flat,10
delta,spark,ssb_flat_q_17,132.0;27.0;27.0;8.0;12.0;553.0|1;0;1,16654.76,ssb-flat,10
delta,spark,ssb_flat_q_02,132.0;27.0;27.0;8.0;12.0;553.0|1;0;1,16262.22,ssb-flat,10
delta,spark,ssb_flat_q_15,132.0;27.0;27.0;8.0;12.0;553.0|1;0;1,18638.79,ssb-flat,10
delta,spark,ssb_flat_q_22,132.0;27.0;27.0;8.0;12.0;553.0|1;0;1,16930.05,ssb-flat,10
delta,spark,ssb_flat_q_21,132.0;27.0;27.0;8.0;12.0;553.0|1;0;1,17887.01,ssb-flat,10
delta,spark,ssb_flat_q_24,132.0;27.0;27.0;8.0;12.0;553.0|1;0;1,18404.61,ssb-flat,10
delta,spark,ssb_flat_q_01,132.0;27.0;27.0;8.0;12.0;553.0|1;0;1,17518.63,ssb-flat,10
delta,spark,ssb_flat_q_13,132.0;27.0;27.0;8.0;12.0;553.0|1;0;1,16366.89,ssb-flat,10
delta,spark,ssb_flat_q_27,132.0;27.0;27.0;8.0;12.0;553.0|1;0;1,17713.67,ssb-flat,10
delta,spark,ssb_flat_q_19,132.0;27.0;27.0;8.0;12.0;553.0|1;0;1,17030.94,ssb-flat,10
delta,spark,ssb_flat_q_04,132.0;27.0;27.0;8.0;12.0;553.0|1;0;1,17902.59,ssb-flat,10
delta,spark,ssb_flat_q_25,132.0;27.0;27.0;8.0;12.0;553.0|1;0;1,19380.41,ssb-flat,10
delta,spark,ssb_flat_q_07,132.0;27.0;27.0;8.0;12.0;553.0|1;0;1,18242.72,ssb-flat,10
delta,spark,ssb_flat_q_20,132.0;27.0;27.0;8.0;12.0;553.0|1;0;1,16869.03,ssb-flat,10
delta,spark,ssb_flat_q_23,132.0;27.0;27.0;8.0;12.0;553.0|1;0;1,19226.64,ssb-flat,10
delta,spark,ssb_flat_q_09,132.0;27.0;27.0;8.0;12.0;553.0|1;0;1,18566.62,ssb-flat,10
delta,spark,ssb_flat_q_12,132.0;27.0;27.0;8.0;12.0;553.0|1;0;1,19372.6,ssb-flat,10
delta,spark,ssb_flat_q_08,132.0;27.0;27.0;8.0;12.0;553.0|1;0;1,16704.94,ssb-flat,10
delta,spark,ssb_flat_q_03,132.0;27.0;27.0;8.0;12.0;553.0|1;0;1,18032.06,ssb-flat,10
delta,spark,ssb_flat_q_06,132.0;27.0;27.0;8.0;12.0;553.0|1;0;1,19231.22,ssb-flat,10
delta,spark,ssb_flat_q_10,132.0;27.0;27.0;8.0;12.0;553.0|1;0;1,19017.8,ssb-flat,10
delta,spark,ssb_flat_q_26,72.0;21.0;17.0;72.0;21.0;17.0|1;1;1,2390.58,ssb-flat,10
delta,spark,ssb_flat_q_05,72.0;21.0;17.0;72.0;21.0;17.0|1;1;1,2595.4,ssb-flat,10
delta,spark,ssb_flat_q_11,72.0;21.0;17.0;72.0;21.0;17.0|1;1;1,2512.96,ssb-flat,10
delta,spark,ssb_flat_q_14,72.0;21.0;17.0;72.0;21.0;17.0|1;1;1,2289.63,ssb-flat,10
delta,spark,ssb_flat_queries,72.0;21.0;17.0;72.0;21.0;17.0|1;1;1,2364.14,ssb-flat,10
delta,spark,ssb_flat_q_18,72.0;21.0;17.0;72.0;21.0;17.0|1;1;1,2710.65,ssb-flat,10
delta,spark,ssb_flat_q_17,72.0;21.0;17.0;72.0;21.0;17.0|1;1;1,2353.18,ssb-flat,10
delta,spark,ssb_flat_q_02,72.0;21.0;17.0;72.0;21.0;17.0|1;1;1,2690.9,ssb-flat,10
delta,spark,ssb_flat_q_15,72.0;21.0;17.0;72.0;21.0;17.0|1;1;1,2373.39,ssb-flat,10
delta,spark,ssb_flat_q_01,72.0;21.0;17.0;72.0;21.0;17.0|1;1;1,2501.59,ssb-flat,10
delta,spark,ssb_flat_q_13,72.0;21.0;17.0;72.0;21.0;17.0|1;1;1,2293.22,ssb-flat,10
delta,spark,ssb_flat_q_27,72.0;21.0;17.0;72.0;21.0;17.0|1;1;1,2372.39,ssb-flat,10
delta,spark,ssb_flat_q_16,72.0;21.0;17.0;72.0;21.0;17.0|1;1;1,2231.33,ssb-flat,10
delta,spark,ssb_flat_q_19,72.0;21.0;17.0;72.0;21.0;17.0|1;1;1,2498.11,ssb-flat,10
delta,spark,ssb_flat_q_04,72.0;21.0;17.0;72.0;21.0;17.0|1;1;1,2375.99,ssb-flat,10
delta,spark,ssb_flat_q_25,72.0;21.0;17.0;72.0;21.0;17.0|1;1;1,2605.26,ssb-flat,10
delta,spark,ssb_flat_q_07,72.0;21.0;17.0;72.0;21.0;17.0|1;1;1,2592.29,ssb-flat,10
delta,spark,ssb_flat_q_23,72.0;21.0;17.0;72.0;21.0;17.0|1;1;1,2441.42,ssb-flat,10
delta,spark,ssb_flat_q_09,72.0;21.0;17.0;72.0;21.0;17.0|1;1;1,2360.61,ssb-flat,10
delta,spark,ssb_flat_q_12,72.0;21.0;17.0;72.0;21.0;17.0|1;1;1,2289.1,ssb-flat,10
delta,spark,ssb_flat_q_08,72.0;21.0;17.0;72.0;21.0;17.0|1;1;1,2697.24,ssb-flat,10
delta,spark,ssb_flat_q_03,72.0;21.0;17.0;72.0;21.0;17.0|1;1;1,2379.01,ssb-flat,10
delta,spark,ssb_flat_q_06,72.0;21.0;17.0;72.0;21.0;17.0|1;1;1,2306.63,ssb-flat,10
delta,spark,ssb_flat_q_10,72.0;21.0;17.0;72.0;21.0;17.0|1;1;1,2600.15,ssb-flat,10
delta,spark,ssb_flat_q_26,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,1183.05,ssb-flat,10
delta,spark,ssb_flat_q_05,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,999.44,ssb-flat,10
delta,spark,ssb_flat_q_11,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,1178.88,ssb-flat,10
delta,spark,ssb_flat_q_14,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,1072.35,ssb-flat,10
delta,spark,ssb_flat_queries,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,1030.7,ssb-flat,10
delta,spark,ssb_flat_q_18,8.0;12.0;553.0;132.0;27.0;27.0|0;1;0,1160.1,ssb-flat,10
