datalake,engine,query name,conf,latency,benchmark,sf
delta,trino,ssb_flat_q_01,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=200; query.max-memory=24; query.max-memory-per-node=14; query.max-total-memory-per-node=14; task.concurrency=24; task.max-worker-threads=48,2859.69,ssb-flat,10
delta,trino,ssb_flat_q_01,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=32; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=24,6729.18,ssb-flat,10
delta,trino,ssb_flat_q_02,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=32; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=24,4095.15,ssb-flat,10
delta,trino,ssb_flat_q_03,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=32; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=24,4975.49,ssb-flat,10
delta,trino,ssb_flat_q_04,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=32; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=24,5486.1,ssb-flat,10
delta,trino,ssb_flat_q_06,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=32; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=24,2784.46,ssb-flat,10
delta,trino,ssb_flat_q_07,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=32; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=24,1686.04,ssb-flat,10
delta,trino,ssb_flat_q_08,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=32; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=24,6737.94,ssb-flat,10
delta,trino,ssb_flat_q_11,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=32; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=24,2230.19,ssb-flat,10
delta,trino,ssb_flat_q_12,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=32; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=24,1942.47,ssb-flat,10
delta,trino,ssb_flat_q_14,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=32; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=24,7186.75,ssb-flat,10
delta,trino,ssb_flat_q_21,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=32; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=24,2667.83,ssb-flat,10
delta,trino,ssb_flat_q_22,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=32; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=24,12705.08,ssb-flat,10
delta,trino,ssb_flat_q_25,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=32; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=24,3075.54,ssb-flat,10
delta,trino,ssb_flat_q_26,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=32; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=24,6615.52,ssb-flat,10
delta,trino,ssb_flat_q_27,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=32; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=24,7167.05,ssb-flat,10
delta,trino,ssb_flat_queries,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=150; query.max-memory=32; query.max-memory-per-node=14; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=24,3911.91,ssb-flat,10
delta,trino,ssb_flat_q_01,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,4121.0,ssb-flat,10
delta,trino,ssb_flat_q_01,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,6601.0,ssb-flat,10
delta,trino,ssb_flat_q_01,20.0;18.0;16.0;18.0;32.0;32.0;200.0|1;0;0,5615.0,ssb-flat,10
delta,trino,ssb_flat_q_01,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;0;1,5189.0,ssb-flat,10
delta,trino,ssb_flat_q_01,103.0;14.0;36.0;20.0;256.0;237.0;280.0|1;1;0,5597.0,ssb-flat,10
delta,trino,ssb_flat_q_01,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;1;0,5024.0,ssb-flat,10
delta,trino,ssb_flat_q_01,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;0;0,5559.0,ssb-flat,10
delta,trino,ssb_flat_q_01,103.0;14.0;20.0;36.0;256.0;237.0;280.0|1;0;1,6306.0,ssb-flat,10
delta,trino,ssb_flat_q_01,60.0;17.0;17.0;28.0;16.0;103.0;156.0|0;0;1,6229.0,ssb-flat,10
delta,trino,ssb_flat_q_01,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;1;1,5983.0,ssb-flat,10
delta,trino,ssb_flat_q_01,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;0;0,3527.0,ssb-flat,10
delta,trino,ssb_flat_q_01,60.0;17.0;28.0;17.0;16.0;103.0;156.0|0;0;0,5774.0,ssb-flat,10
delta,trino,ssb_flat_q_01,30.0;15.0;15.0;11.0;128.0;33.0;106.0|1;1;1,4881.0,ssb-flat,10
delta,trino,ssb_flat_q_01,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,8061.0,ssb-flat,10
delta,trino,ssb_flat_q_01,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;1;1,6795.0,ssb-flat,10
delta,trino,ssb_flat_q_01,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,6509.0,ssb-flat,10
delta,trino,ssb_flat_q_01,136.0;17.0;36.0;21.0;128.0;155.0;232.0|1;0;0,5552.0,ssb-flat,10
delta,trino,ssb_flat_q_01,136.0;17.0;21.0;36.0;128.0;155.0;232.0|1;0;0,5899.0,ssb-flat,10
delta,trino,ssb_flat_q_01,136.0;17.0;21.0;36.0;128.0;155.0;232.0|0;1;0,5098.0,ssb-flat,10
delta,trino,ssb_flat_q_01,136.0;17.0;21.0;36.0;128.0;155.0;232.0|1;0;1,6295.0,ssb-flat,10
delta,trino,ssb_flat_q_02,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,2592.0,ssb-flat,10
delta,trino,ssb_flat_q_02,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,4047.0,ssb-flat,10
delta,trino,ssb_flat_q_02,20.0;18.0;16.0;18.0;32.0;32.0;200.0|1;0;0,2957.0,ssb-flat,10
delta,trino,ssb_flat_q_02,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;0;1,2369.0,ssb-flat,10
delta,trino,ssb_flat_q_02,103.0;14.0;36.0;20.0;256.0;237.0;280.0|1;1;0,2905.0,ssb-flat,10
delta,trino,ssb_flat_q_02,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;1;0,3321.0,ssb-flat,10
delta,trino,ssb_flat_q_02,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;0;0,3702.0,ssb-flat,10
delta,trino,ssb_flat_q_02,103.0;14.0;20.0;36.0;256.0;237.0;280.0|1;0;1,2955.0,ssb-flat,10
delta,trino,ssb_flat_q_02,60.0;17.0;17.0;28.0;16.0;103.0;156.0|0;0;1,3577.0,ssb-flat,10
delta,trino,ssb_flat_q_02,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;1;1,3397.0,ssb-flat,10
delta,trino,ssb_flat_q_02,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;0;0,2189.0,ssb-flat,10
delta,trino,ssb_flat_q_02,60.0;17.0;28.0;17.0;16.0;103.0;156.0|0;0;0,3839.0,ssb-flat,10
delta,trino,ssb_flat_q_02,30.0;15.0;15.0;11.0;128.0;33.0;106.0|1;1;1,2544.0,ssb-flat,10
delta,trino,ssb_flat_q_02,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,2292.0,ssb-flat,10
delta,trino,ssb_flat_q_02,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;1;1,3300.0,ssb-flat,10
delta,trino,ssb_flat_q_02,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,3126.0,ssb-flat,10
delta,trino,ssb_flat_q_02,136.0;17.0;36.0;21.0;128.0;155.0;232.0|1;0;0,3894.0,ssb-flat,10
delta,trino,ssb_flat_q_02,136.0;17.0;21.0;36.0;128.0;155.0;232.0|1;0;0,2756.0,ssb-flat,10
delta,trino,ssb_flat_q_02,136.0;17.0;21.0;36.0;128.0;155.0;232.0|0;1;0,3355.0,ssb-flat,10
delta,trino,ssb_flat_q_02,136.0;17.0;21.0;36.0;128.0;155.0;232.0|1;0;1,2932.0,ssb-flat,10
delta,trino,ssb_flat_q_03,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,8089.0,ssb-flat,10
delta,trino,ssb_flat_q_03,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,12427.0,ssb-flat,10
delta,trino,ssb_flat_q_03,20.0;18.0;16.0;18.0;32.0;32.0;200.0|1;0;0,10258.0,ssb-flat,10
delta,trino,ssb_flat_q_03,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;0;1,9361.0,ssb-flat,10
delta,trino,ssb_flat_q_03,103.0;14.0;36.0;20.0;256.0;237.0;280.0|1;1;0,10237.0,ssb-flat,10
delta,trino,ssb_flat_q_03,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;1;0,11436.0,ssb-flat,10
delta,trino,ssb_flat_q_03,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;0;0,11294.0,ssb-flat,10
delta,trino,ssb_flat_q_03,103.0;14.0;20.0;36.0;256.0;237.0;280.0|1;0;1,13791.0,ssb-flat,10
delta,trino,ssb_flat_q_03,60.0;17.0;17.0;28.0;16.0;103.0;156.0|0;0;1,8972.0,ssb-flat,10
delta,trino,ssb_flat_q_03,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;1;1,11657.0,ssb-flat,10
delta,trino,ssb_flat_q_03,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;0;0,7401.0,ssb-flat,10
delta,trino,ssb_flat_q_03,60.0;17.0;28.0;17.0;16.0;103.0;156.0|0;0;0,14544.0,ssb-flat,10
delta,trino,ssb_flat_q_03,30.0;15.0;15.0;11.0;128.0;33.0;106.0|1;1;1,11124.0,ssb-flat,10
delta,trino,ssb_flat_q_03,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,10421.0,ssb-flat,10
delta,trino,ssb_flat_q_03,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;1;1,9526.0,ssb-flat,10
delta,trino,ssb_flat_q_03,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,12509.0,ssb-flat,10
delta,trino,ssb_flat_q_03,136.0;17.0;36.0;21.0;128.0;155.0;232.0|1;0;0,12192.0,ssb-flat,10
delta,trino,ssb_flat_q_03,136.0;17.0;21.0;36.0;128.0;155.0;232.0|1;0;0,11064.0,ssb-flat,10
delta,trino,ssb_flat_q_03,136.0;17.0;21.0;36.0;128.0;155.0;232.0|0;1;0,13036.0,ssb-flat,10
delta,trino,ssb_flat_q_03,136.0;17.0;21.0;36.0;128.0;155.0;232.0|1;0;1,10360.0,ssb-flat,10
delta,trino,ssb_flat_q_04,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,1461.0,ssb-flat,10
delta,trino,ssb_flat_q_04,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,2453.0,ssb-flat,10
delta,trino,ssb_flat_q_04,20.0;18.0;16.0;18.0;32.0;32.0;200.0|1;0;0,2814.0,ssb-flat,10
delta,trino,ssb_flat_q_04,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;0;1,2878.0,ssb-flat,10
delta,trino,ssb_flat_q_04,103.0;14.0;36.0;20.0;256.0;237.0;280.0|1;1;0,2138.0,ssb-flat,10
delta,trino,ssb_flat_q_04,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;1;0,2786.0,ssb-flat,10
delta,trino,ssb_flat_q_04,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;0;0,3016.0,ssb-flat,10
delta,trino,ssb_flat_q_04,103.0;14.0;20.0;36.0;256.0;237.0;280.0|1;0;1,3542.0,ssb-flat,10
delta,trino,ssb_flat_q_04,60.0;17.0;17.0;28.0;16.0;103.0;156.0|0;0;1,1818.0,ssb-flat,10
delta,trino,ssb_flat_q_04,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;1;1,4066.0,ssb-flat,10
delta,trino,ssb_flat_q_04,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;0;0,2096.0,ssb-flat,10
delta,trino,ssb_flat_q_04,60.0;17.0;28.0;17.0;16.0;103.0;156.0|0;0;0,2917.0,ssb-flat,10
delta,trino,ssb_flat_q_04,30.0;15.0;15.0;11.0;128.0;33.0;106.0|1;1;1,2896.0,ssb-flat,10
delta,trino,ssb_flat_q_04,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,1729.0,ssb-flat,10
delta,trino,ssb_flat_q_04,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;1;1,3106.0,ssb-flat,10
delta,trino,ssb_flat_q_04,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,3366.0,ssb-flat,10
delta,trino,ssb_flat_q_04,136.0;17.0;36.0;21.0;128.0;155.0;232.0|1;0;0,2875.0,ssb-flat,10
delta,trino,ssb_flat_q_04,136.0;17.0;21.0;36.0;128.0;155.0;232.0|1;0;0,2375.0,ssb-flat,10
delta,trino,ssb_flat_q_04,136.0;17.0;21.0;36.0;128.0;155.0;232.0|0;1;0,3602.0,ssb-flat,10
delta,trino,ssb_flat_q_04,136.0;17.0;21.0;36.0;128.0;155.0;232.0|1;0;1,2683.0,ssb-flat,10
delta,trino,ssb_flat_q_05,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,799.0,ssb-flat,10
delta,trino,ssb_flat_q_05,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,1479.0,ssb-flat,10
delta,trino,ssb_flat_q_05,20.0;18.0;16.0;18.0;32.0;32.0;200.0|1;0;0,1945.0,ssb-flat,10
delta,trino,ssb_flat_q_05,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;0;1,1059.0,ssb-flat,10
delta,trino,ssb_flat_q_05,103.0;14.0;36.0;20.0;256.0;237.0;280.0|1;1;0,1170.0,ssb-flat,10
delta,trino,ssb_flat_q_05,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;1;0,1059.0,ssb-flat,10
delta,trino,ssb_flat_q_05,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;0;0,1229.0,ssb-flat,10
delta,trino,ssb_flat_q_05,103.0;14.0;20.0;36.0;256.0;237.0;280.0|1;0;1,1221.0,ssb-flat,10
delta,trino,ssb_flat_q_05,60.0;17.0;17.0;28.0;16.0;103.0;156.0|0;0;1,1393.0,ssb-flat,10
delta,trino,ssb_flat_q_05,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;1;1,1418.0,ssb-flat,10
delta,trino,ssb_flat_q_05,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;0;0,927.0,ssb-flat,10
delta,trino,ssb_flat_q_05,60.0;17.0;28.0;17.0;16.0;103.0;156.0|0;0;0,1004.0,ssb-flat,10
delta,trino,ssb_flat_q_05,30.0;15.0;15.0;11.0;128.0;33.0;106.0|1;1;1,1316.0,ssb-flat,10
delta,trino,ssb_flat_q_05,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,1288.0,ssb-flat,10
delta,trino,ssb_flat_q_05,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;1;1,1149.0,ssb-flat,10
delta,trino,ssb_flat_q_05,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,1307.0,ssb-flat,10
delta,trino,ssb_flat_q_05,136.0;17.0;36.0;21.0;128.0;155.0;232.0|1;0;0,1504.0,ssb-flat,10
delta,trino,ssb_flat_q_05,136.0;17.0;21.0;36.0;128.0;155.0;232.0|1;0;0,1447.0,ssb-flat,10
delta,trino,ssb_flat_q_05,136.0;17.0;21.0;36.0;128.0;155.0;232.0|0;1;0,1514.0,ssb-flat,10
delta,trino,ssb_flat_q_05,136.0;17.0;21.0;36.0;128.0;155.0;232.0|1;0;1,1352.0,ssb-flat,10
delta,trino,ssb_flat_q_06,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,1087.0,ssb-flat,10
delta,trino,ssb_flat_q_06,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,2624.0,ssb-flat,10
delta,trino,ssb_flat_q_06,20.0;18.0;16.0;18.0;32.0;32.0;200.0|1;0;0,2213.0,ssb-flat,10
delta,trino,ssb_flat_q_06,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;0;1,1972.0,ssb-flat,10
delta,trino,ssb_flat_q_06,103.0;14.0;36.0;20.0;256.0;237.0;280.0|1;1;0,2356.0,ssb-flat,10
delta,trino,ssb_flat_q_06,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;1;0,4566.0,ssb-flat,10
delta,trino,ssb_flat_q_06,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;0;0,3233.0,ssb-flat,10
delta,trino,ssb_flat_q_06,103.0;14.0;20.0;36.0;256.0;237.0;280.0|1;0;1,2938.0,ssb-flat,10
delta,trino,ssb_flat_q_06,60.0;17.0;17.0;28.0;16.0;103.0;156.0|0;0;1,1427.0,ssb-flat,10
delta,trino,ssb_flat_q_06,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;1;1,2353.0,ssb-flat,10
delta,trino,ssb_flat_q_06,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;0;0,1477.0,ssb-flat,10
delta,trino,ssb_flat_q_06,60.0;17.0;28.0;17.0;16.0;103.0;156.0|0;0;0,2419.0,ssb-flat,10
delta,trino,ssb_flat_q_06,30.0;15.0;15.0;11.0;128.0;33.0;106.0|1;1;1,2243.0,ssb-flat,10
delta,trino,ssb_flat_q_06,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,1635.0,ssb-flat,10
delta,trino,ssb_flat_q_06,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;1;1,2228.0,ssb-flat,10
delta,trino,ssb_flat_q_06,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,3713.0,ssb-flat,10
delta,trino,ssb_flat_q_06,136.0;17.0;36.0;21.0;128.0;155.0;232.0|1;0;0,1892.0,ssb-flat,10
delta,trino,ssb_flat_q_06,136.0;17.0;21.0;36.0;128.0;155.0;232.0|1;0;0,2950.0,ssb-flat,10
delta,trino,ssb_flat_q_06,136.0;17.0;21.0;36.0;128.0;155.0;232.0|0;1;0,2454.0,ssb-flat,10
delta,trino,ssb_flat_q_06,136.0;17.0;21.0;36.0;128.0;155.0;232.0|1;0;1,2691.0,ssb-flat,10
delta,trino,ssb_flat_q_07,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,4941.0,ssb-flat,10
delta,trino,ssb_flat_q_07,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,7507.0,ssb-flat,10
delta,trino,ssb_flat_q_07,20.0;18.0;16.0;18.0;32.0;32.0;200.0|1;0;0,5494.0,ssb-flat,10
delta,trino,ssb_flat_q_07,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;0;1,4722.0,ssb-flat,10
delta,trino,ssb_flat_q_07,103.0;14.0;36.0;20.0;256.0;237.0;280.0|1;1;0,6031.0,ssb-flat,10
delta,trino,ssb_flat_q_07,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;1;0,5387.0,ssb-flat,10
delta,trino,ssb_flat_q_07,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;0;0,5852.0,ssb-flat,10
delta,trino,ssb_flat_q_07,103.0;14.0;20.0;36.0;256.0;237.0;280.0|1;0;1,8357.0,ssb-flat,10
delta,trino,ssb_flat_q_07,60.0;17.0;17.0;28.0;16.0;103.0;156.0|0;0;1,6415.0,ssb-flat,10
delta,trino,ssb_flat_q_07,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;1;1,5194.0,ssb-flat,10
delta,trino,ssb_flat_q_07,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;0;0,3834.0,ssb-flat,10
delta,trino,ssb_flat_q_07,60.0;17.0;28.0;17.0;16.0;103.0;156.0|0;0;0,7087.0,ssb-flat,10
delta,trino,ssb_flat_q_07,30.0;15.0;15.0;11.0;128.0;33.0;106.0|1;1;1,5386.0,ssb-flat,10
delta,trino,ssb_flat_q_07,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,5123.0,ssb-flat,10
delta,trino,ssb_flat_q_07,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;1;1,4886.0,ssb-flat,10
delta,trino,ssb_flat_q_07,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,5918.0,ssb-flat,10
delta,trino,ssb_flat_q_07,136.0;17.0;36.0;21.0;128.0;155.0;232.0|1;0;0,6109.0,ssb-flat,10
delta,trino,ssb_flat_q_07,136.0;17.0;21.0;36.0;128.0;155.0;232.0|1;0;0,5917.0,ssb-flat,10
delta,trino,ssb_flat_q_07,136.0;17.0;21.0;36.0;128.0;155.0;232.0|0;1;0,6887.0,ssb-flat,10
delta,trino,ssb_flat_q_07,136.0;17.0;21.0;36.0;128.0;155.0;232.0|1;0;1,5782.0,ssb-flat,10
delta,trino,ssb_flat_q_08,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,2073.0,ssb-flat,10
delta,trino,ssb_flat_q_08,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,2451.0,ssb-flat,10
delta,trino,ssb_flat_q_08,20.0;18.0;16.0;18.0;32.0;32.0;200.0|1;0;0,2666.0,ssb-flat,10
delta,trino,ssb_flat_q_08,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;0;1,3342.0,ssb-flat,10
delta,trino,ssb_flat_q_08,103.0;14.0;36.0;20.0;256.0;237.0;280.0|1;1;0,2213.0,ssb-flat,10
delta,trino,ssb_flat_q_08,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;1;0,4417.0,ssb-flat,10
delta,trino,ssb_flat_q_08,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;0;0,3022.0,ssb-flat,10
delta,trino,ssb_flat_q_08,103.0;14.0;20.0;36.0;256.0;237.0;280.0|1;0;1,3439.0,ssb-flat,10
delta,trino,ssb_flat_q_08,60.0;17.0;17.0;28.0;16.0;103.0;156.0|0;0;1,3083.0,ssb-flat,10
delta,trino,ssb_flat_q_08,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;1;1,3779.0,ssb-flat,10
delta,trino,ssb_flat_q_08,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;0;0,2387.0,ssb-flat,10
delta,trino,ssb_flat_q_08,60.0;17.0;28.0;17.0;16.0;103.0;156.0|0;0;0,2689.0,ssb-flat,10
delta,trino,ssb_flat_q_08,30.0;15.0;15.0;11.0;128.0;33.0;106.0|1;1;1,2694.0,ssb-flat,10
delta,trino,ssb_flat_q_08,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,2521.0,ssb-flat,10
delta,trino,ssb_flat_q_08,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;1;1,3271.0,ssb-flat,10
delta,trino,ssb_flat_q_08,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,3358.0,ssb-flat,10
delta,trino,ssb_flat_q_08,136.0;17.0;36.0;21.0;128.0;155.0;232.0|1;0;0,3540.0,ssb-flat,10
delta,trino,ssb_flat_q_08,136.0;17.0;21.0;36.0;128.0;155.0;232.0|1;0;0,2559.0,ssb-flat,10
delta,trino,ssb_flat_q_08,136.0;17.0;21.0;36.0;128.0;155.0;232.0|0;1;0,3919.0,ssb-flat,10
delta,trino,ssb_flat_q_08,136.0;17.0;21.0;36.0;128.0;155.0;232.0|1;0;1,3596.0,ssb-flat,10
delta,trino,ssb_flat_q_09,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,676.0,ssb-flat,10
delta,trino,ssb_flat_q_09,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,1147.0,ssb-flat,10
delta,trino,ssb_flat_q_09,20.0;18.0;16.0;18.0;32.0;32.0;200.0|1;0;0,845.0,ssb-flat,10
delta,trino,ssb_flat_q_09,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;0;1,915.0,ssb-flat,10
delta,trino,ssb_flat_q_09,103.0;14.0;36.0;20.0;256.0;237.0;280.0|1;1;0,1039.0,ssb-flat,10
delta,trino,ssb_flat_q_09,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;1;0,1174.0,ssb-flat,10
delta,trino,ssb_flat_q_09,103.0;14.0;20.0;36.0;256.0;237.0;280.0|0;0;0,1162.0,ssb-flat,10
delta,trino,ssb_flat_q_09,103.0;14.0;20.0;36.0;256.0;237.0;280.0|1;0;1,978.0,ssb-flat,10
delta,trino,ssb_flat_q_09,60.0;17.0;17.0;28.0;16.0;103.0;156.0|0;0;1,976.0,ssb-flat,10
delta,trino,ssb_flat_q_09,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;1;1,1256.0,ssb-flat,10
delta,trino,ssb_flat_q_09,60.0;17.0;28.0;17.0;16.0;103.0;156.0|1;0;0,829.0,ssb-flat,10
delta,trino,ssb_flat_q_09,60.0;17.0;28.0;17.0;16.0;103.0;156.0|0;0;0,1070.0,ssb-flat,10
delta,trino,ssb_flat_q_09,30.0;15.0;15.0;11.0;128.0;33.0;106.0|1;1;1,1028.0,ssb-flat,10
delta,trino,ssb_flat_q_09,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,946.0,ssb-flat,10
delta,trino,ssb_flat_q_09,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;1;1,1286.0,ssb-flat,10
delta,trino,ssb_flat_q_09,30.0;15.0;11.0;15.0;128.0;33.0;106.0|0;0;0,1639.0,ssb-flat,10
delta,trino,ssb_flat_q_09,136.0;17.0;36.0;21.0;128.0;155.0;232.0|1;0;0,1302.0,ssb-flat,10
delta,trino,ssb_flat_q_09,136.0;17.0;21.0;36.0;128.0;155.0;232.0|1;0;0,1013.0,ssb-flat,10
delta,trino,ssb_flat_q_09,136.0;17.0;21.0;36.0;128.0;155.0;232.0|0;1;0,1130.0,ssb-flat,10
delta,trino,ssb_flat_q_09,136.0;17.0;21.0;36.0;128.0;155.0;232.0|1;0;1,1250.0,ssb-flat,10
delta,trino,ssb_flat_q_10,20.0;18.0;18.0;16.0;32.0;32.0;200.0|1;1;1,2460.0,ssb-flat,10
delta,trino,ssb_flat_q_10,20.0;18.0;16.0;18.0;32.0;32.0;200.0|0;1;1,4733.0,ssb-flat,10
delta,trino,ssb_flat_q_10,20.0;18.0;16.0;18.0;32.0;32.0;200.0|1;0;0,4132.0,ssb-flat,10
